booking_code,service_name,status,is_cancelled,shoot_date,net_amount_ngn,labour_ngn,trusted_min_labour_ngn,crew_rows,work_days,margin_ngn,loss,genuine_loss,artefact_loss,no_timesheets
BK-01596,Wedding Film,Completed,False,2023-09-16,3475000.0,1249000.0,1101500.0,6,1.0,2226000.0,False,False,False,False
BK-01597,Short Film,Completed,False,2023-09-16,9247524.0,1460000.0,832500.0,10,2.0,7787524.0,False,False,False,False
BK-01598,Music Video,Completed,False,2023-09-16,14440000.0,1368000.0,1120000.0,8,1.0,13072000.0,False,False,False,False
BK-01599,Commercial / TVC,Postponed,False,2023-09-17,16326000.0,2014500.0,1771500.0,12,2.0,14311500.0,False,False,False,False
BK-01600,Wedding Film,Completed,False,2023-09-18,4492000.0,2718000.0,2405000.0,12,2.0,1774000.0,False,False,False,False
BK-01601,Music Video,Completed,False,2023-09-18,13425000.0,699500.0,620500.0,6,1.0,12725500.0,False,False,False,False
BK-01603,Short Film,Invoiced,False,2023-09-19,14453614.1,796500.0,796500.0,6,1.0,13657114.1,False,False,False,False
BK-01604,Wedding Film,Completed,False,2023-09-19,6740000.0,1186500.0,1186500.0,6,1.0,5553500.0,False,False,False,False
BK-01605,Wedding Film,Completed,False,2023-09-20,5548000.0,584500.0,584500.0,5,1.0,4963500.0,False,False,False,False
BK-01606,Wedding Film,Completed,False,2023-09-21,3492000.0,1866000.0,1866000.0,8,1.0,1626000.0,False,False,False,False
BK-01607,Studio Rental,Completed,False,2023-09-22,1121000.0,292500.0,292500.0,3,1.0,828500.0,False,False,False,False
BK-01608,Event Coverage,Completed,False,2023-09-22,5066850.0,3652000.0,3497500.0,23,2.0,1414850.0,False,False,False,False
BK-01609,Wedding Film,Completed,False,2023-09-23,3762017.91,134000.0,0.0,1,1.0,3628017.91,False,False,False,False
BK-01610,Photoshoot,Completed,False,2023-09-23,2813900.0,436000.0,234000.0,3,1.0,2377900.0,False,False,False,False
BK-01611,Corporate Documentary,Completed,False,2023-09-23,4699000.0,1253000.0,1253000.0,8,2.0,3446000.0,False,False,False,False
BK-01612,Event Coverage,Unknown,False,2023-09-25,3699000.0,1409000.0,1314000.0,11,1.0,2290000.0,False,False,False,False
BK-01613,Wedding Film,Completed,False,2023-09-25,5824000.0,864500.0,864500.0,6,1.0,4959500.0,False,False,False,False
BK-01614,Wedding Film,Completed,False,2023-09-26,3492000.0,1602000.0,1602000.0,8,1.0,1890000.0,False,False,False,False
BK-01616,Photoshoot,Completed,False,2023-09-27,2822450.0,6161000.0,5527500.0,36,3.0,-3338550.0,True,True,False,False
BK-01617,Unknown,Completed,False,2023-09-28,784482.6,882000.0,767000.0,5,1.0,-97517.40000000002,True,False,True,False
BK-01618,Wedding Film,Completed,False,2023-09-28,5953000.0,1846000.0,1624500.0,6,1.0,4107000.0,False,False,False,False
BK-01620,Wedding Film,Completed,False,2023-09-29,3950800.0,563000.0,563000.0,4,1.0,3387800.0,False,False,False,False
BK-01621,Event Coverage,Postponed,False,2023-09-29,3072600.0,3148000.0,2853000.0,23,3.0,-75400.0,True,False,True,False
BK-01622,Photoshoot,Completed,False,2023-10-01,1261000.0,631000.0,631000.0,4,1.0,630000.0,False,False,False,False
BK-01623,Photoshoot,Completed,False,2023-10-01,2569000.0,963500.0,963500.0,6,2.0,1605500.0,False,False,False,False
BK-01624,Photoshoot,Completed,False,2023-10-01,3141000.0,465500.0,260500.0,3,1.0,2675500.0,False,False,False,False
BK-01625,Music Video,Completed,False,2023-10-02,2975000.0,1546000.0,1546000.0,8,1.0,1429000.0,False,False,False,False
BK-01626,Event Coverage,Invoiced,False,2023-10-02,4976000.0,169000.0,169000.0,2,1.0,4807000.0,False,False,False,False
BK-01627,Studio Rental,Completed,False,2023-10-02,987610.03,481500.0,417500.0,4,1.0,506110.03,False,False,False,False
BK-01628,Corporate Documentary,Completed,False,2023-10-02,5127000.0,756000.0,620500.0,7,1.0,4371000.0,False,False,False,False
BK-01629,Photoshoot,Completed,False,2023-10-03,2958300.0,129000.0,129000.0,2,1.0,2829300.0,False,False,False,False
BK-01630,Short Film,Completed,False,2023-10-03,8988900.0,1748000.0,1665500.0,8,1.0,7240900.0,False,False,False,False
BK-01631,Photoshoot,Unknown,False,2023-10-04,1100000.0,525000.0,493000.0,6,2.0,575000.0,False,False,False,False
BK-01632,Event Coverage,Completed,False,2023-10-04,6310000.0,651000.0,651000.0,6,3.0,5659000.0,False,False,False,False
BK-01634,Music Video,In Production,False,2023-10-05,33365000.0,2955500.0,2589500.0,17,3.0,30409500.0,False,False,False,False
BK-01635,Photoshoot,Completed,False,2023-10-05,2681000.0,617000.0,617000.0,3,1.0,2064000.0,False,False,False,False
BK-01636,Photoshoot,Invoiced,False,2023-10-05,2790000.0,1951500.0,1881000.0,14,2.0,838500.0,False,False,False,False
BK-01637,Commercial / TVC,Completed,False,2023-10-06,29396241.04,2071000.0,1776000.0,8,1.0,27325241.04,False,False,False,False
BK-01638,Wedding Film,Completed,False,2023-10-07,3388000.0,1682500.0,1089500.0,8,2.0,1705500.0,False,False,False,False
BK-01639,Photoshoot,Invoiced,False,2023-10-07,1683171.87,521500.0,521500.0,2,1.0,1161671.87,False,False,False,False
BK-01640,Photoshoot,Postponed,False,2023-10-07,4190000.0,2683500.0,2289000.0,16,2.0,1506500.0,False,False,False,False
BK-01641,Wedding Film,Completed,False,2023-10-08,3312000.0,775500.0,563500.0,5,1.0,2536500.0,False,False,False,False
BK-01642,Photoshoot,Completed,False,2023-10-08,1923000.0,1094000.0,895000.0,4,1.0,829000.0,False,False,False,False
BK-01643,Photoshoot,Unknown,False,2023-10-08,1689000.0,2148000.0,1673000.0,16,2.0,-459000.0,True,False,True,False
BK-01644,Corporate Documentary,Completed,False,2023-10-08,14583450.0,1249500.0,980500.0,5,2.0,13333950.0,False,False,False,False
BK-01645,Wedding Film,Invoiced,False,2023-10-08,2348000.0,714000.0,332000.0,5,1.0,1634000.0,False,False,False,False
BK-01646,Corporate Documentary,In Production,False,2023-10-08,16645000.0,1955000.0,1756000.0,6,2.0,14690000.0,False,False,False,False
BK-01647,Photoshoot,Completed,False,2023-10-08,1707000.0,273000.0,252000.0,3,1.0,1434000.0,False,False,False,False
BK-01648,Wedding Film,In Production,False,2023-10-08,4321000.0,606000.0,536000.0,3,1.0,3715000.0,False,False,False,False
BK-01649,Commercial / TVC,Postponed,False,2023-10-08,13572054.84,890000.0,420000.0,5,1.0,12682054.84,False,False,False,False
BK-01650,Wedding Film,Completed,False,2023-10-09,6746000.0,349000.0,277000.0,4,1.0,6397000.0,False,False,False,False
BK-01651,Corporate Documentary,Invoiced,False,2023-10-09,9054000.0,981500.0,661000.0,8,2.0,8072500.0,False,False,False,False
BK-01652,Photoshoot,Completed,False,2023-10-09,1573479.91,1228500.0,1156500.0,8,1.0,344979.9099999999,False,False,False,False
BK-01653,Music Video,Invoiced,False,2023-10-10,9270757.96,805000.0,761500.0,4,1.0,8465757.96,False,False,False,False
BK-01654,Music Video,Completed,False,2023-10-10,6579040.69,1050500.0,873500.0,8,1.0,5528540.69,False,False,False,False
BK-01655,Wedding Film,Completed,False,2023-10-10,3375000.0,925500.0,684000.0,8,1.0,2449500.0,False,False,False,False
BK-01656,Wedding Film,Completed,False,2023-10-10,6857000.0,719500.0,360500.0,5,1.0,6137500.0,False,False,False,False
BK-01657,Corporate Documentary,Completed,False,2023-10-10,10746000.0,988000.0,150000.0,7,1.0,9758000.0,False,False,False,False
BK-01658,Wedding Film,Invoiced,False,2023-10-10,3605294.76,802500.0,380000.0,4,1.0,2802794.76,False,False,False,False
BK-01659,Wedding Film,Completed,False,2023-10-11,3090000.0,1700000.0,1700000.0,8,1.0,1390000.0,False,False,False,False
BK-01660,Wedding Film,Completed,False,2023-10-12,12815000.0,5418000.0,4669500.0,37,5.0,7397000.0,False,False,False,False
BK-01661,Wedding Film,Completed,False,2023-10-12,6304000.0,716500.0,560500.0,4,1.0,5587500.0,False,False,False,False
BK-01662,Event Coverage,Completed,False,2023-10-12,1684000.0,762000.0,550500.0,5,1.0,922000.0,False,False,False,False
BK-01663,Commercial / TVC,Completed,False,2023-10-13,64297000.0,2800500.0,2739500.0,18,3.0,61496500.0,False,False,False,False
BK-01664,Studio Rental,In Production,False,2023-10-14,1236708.0,1848000.0,1720000.0,8,2.0,-611292.0,True,True,False,False
BK-01665,Event Coverage,Completed,False,2023-10-14,4073400.0,714500.0,627000.0,5,1.0,3358900.0,False,False,False,False
BK-01666,Wedding Film,Completed,False,2023-10-14,9522000.0,1417500.0,1238000.0,10,2.0,8104500.0,False,False,False,False
BK-01668,Music Video,Invoiced,False,2023-10-15,21510000.0,3410000.0,2816000.0,18,3.0,18100000.0,False,False,False,False
BK-01669,Studio Rental,Invoiced,False,2023-10-15,1555000.0,407500.0,407500.0,3,1.0,1147500.0,False,False,False,False
BK-01670,Event Coverage,In Production,False,2023-10-15,4714000.0,317500.0,317500.0,3,1.0,4396500.0,False,False,False,False
BK-01671,Event Coverage,Completed,False,2023-10-16,1324000.0,1201000.0,894000.0,8,1.0,123000.0,False,False,False,False
BK-01672,Event Coverage,Completed,False,2023-10-16,1848853.51,1599000.0,1477000.0,11,1.0,249853.51,False,False,False,False
BK-01673,Corporate Documentary,Completed,False,2023-10-16,13340000.0,948500.0,602500.0,6,2.0,12391500.0,False,False,False,False
BK-01674,Wedding Film,Postponed,False,2023-10-17,5300000.0,1573000.0,1116000.0,8,1.0,3727000.0,False,False,False,False
BK-01675,Studio Rental,Completed,False,2023-10-17,1764000.0,744000.0,656000.0,6,3.0,1020000.0,False,False,False,False
BK-01676,Studio Rental,Completed,False,2023-10-17,1557000.0,769000.0,769000.0,4,1.0,788000.0,False,False,False,False
BK-01677,Commercial / TVC,Postponed,False,2023-10-17,13381000.0,351000.0,211000.0,3,1.0,13030000.0,False,False,False,False
BK-01679,Wedding Film,Completed,False,2023-10-18,4008050.0,973000.0,858000.0,8,2.0,3035050.0,False,False,False,False
BK-01680,Event Coverage,Postponed,False,2023-10-19,2398205.46,292000.0,243000.0,3,1.0,2106205.46,False,False,False,False
BK-01683,Photoshoot,Completed,False,2023-10-20,3111000.0,554500.0,554500.0,3,1.0,2556500.0,False,False,False,False
BK-01684,Unknown,Completed,False,2023-10-21,12431000.0,867000.0,867000.0,5,1.0,11564000.0,False,False,False,False
BK-01685,Corporate Documentary,Completed,False,2023-10-21,11152672.7,785000.0,671000.0,4,1.0,10367672.7,False,False,False,False
BK-01686,Corporate Documentary,Unknown,False,2023-10-21,16174700.0,810000.0,648000.0,8,2.0,15364700.0,False,False,False,False
BK-01688,Studio Rental,In Production,False,2023-10-22,605000.0,1734000.0,1546500.0,12,1.0,-1129000.0,True,True,False,False
BK-01689,Studio Rental,Postponed,False,2023-10-22,559000.0,1903500.0,1800000.0,10,2.0,-1344500.0,True,True,False,False
BK-01690,Music Video,Completed,False,2023-10-23,5381100.0,319500.0,319500.0,2,1.0,5061600.0,False,False,False,False
BK-01691,Event Coverage,Completed,False,2023-10-24,1406000.0,366500.0,366500.0,4,1.0,1039500.0,False,False,False,False
BK-01692,Event Coverage,Completed,False,2023-10-24,4506000.0,896000.0,896000.0,8,1.0,3610000.0,False,False,False,False
BK-01693,Corporate Documentary,Unknown,False,2023-10-25,14725000.0,1317000.0,1181500.0,5,1.0,13408000.0,False,False,False,False
BK-01694,Wedding Film,Postponed,False,2023-10-25,3010500.0,859500.0,859500.0,6,1.0,2151000.0,False,False,False,False
BK-01695,Studio Rental,Completed,False,2023-10-25,566200.0,196000.0,138500.0,2,1.0,370200.0,False,False,False,False
BK-01696,Music Video,Completed,False,2023-10-26,9148000.0,774000.0,774000.0,5,1.0,8374000.0,False,False,False,False
BK-01697,Photoshoot,Completed,False,2023-10-26,2358000.0,2305000.0,1207500.0,11,1.0,53000.0,False,False,False,False
BK-01698,Event Coverage,Completed,False,2023-10-26,1737000.0,792000.0,488000.0,4,2.0,945000.0,False,False,False,False
BK-01699,Photoshoot,Completed,False,2023-10-26,1609153.9,1632000.0,890000.0,8,1.0,-22846.100000000093,True,False,True,False
BK-01700,Commercial / TVC,Completed,False,2023-10-27,31385000.0,303000.0,115000.0,2,1.0,31082000.0,False,False,False,False
BK-01701,Music Video,Postponed,False,2023-10-27,13188887.71,638000.0,638000.0,4,1.0,12550887.71,False,False,False,False
BK-01702,Studio Rental,Completed,False,2023-10-27,886000.0,1442500.0,1343000.0,8,2.0,-556500.0,True,True,False,False
BK-01703,Event Coverage,Invoiced,False,2023-10-27,7698000.0,2903000.0,1655000.0,16,4.0,4795000.0,False,False,False,False
BK-01704,Photoshoot,In Production,False,2023-10-28,4947000.0,1347000.0,1171000.0,12,3.0,3600000.0,False,False,False,False
BK-01706,Music Video,Invoiced,False,2023-10-28,7462000.0,359000.0,237000.0,3,1.0,7103000.0,False,False,False,False
BK-01707,Photoshoot,Completed,False,2023-10-29,1921000.0,1489500.0,969500.0,16,2.0,431500.0,False,False,False,False
BK-01708,Short Film,Completed,False,2023-10-29,12897000.0,1533000.0,1123000.0,6,1.0,11364000.0,False,False,False,False
BK-01709,Corporate Documentary,Completed,False,2023-10-29,8517823.31,1308000.0,1308000.0,6,1.0,7209823.3100000005,False,False,False,False
BK-01710,Studio Rental,Completed,False,2023-10-29,583300.0,589000.0,589000.0,4,1.0,-5700.0,True,True,False,False
BK-01711,Unknown,Completed,False,2023-10-30,1835000.0,1246500.0,1150500.0,8,1.0,588500.0,False,False,False,False
BK-01712,Studio Rental,Completed,False,2023-10-30,750000.0,580000.0,548000.0,3,1.0,170000.0,False,False,False,False
BK-01714,Short Film,Invoiced,False,2023-10-31,23635000.0,1334500.0,908500.0,7,2.0,22300500.0,False,False,False,False
BK-01715,Event Coverage,Completed,False,2023-10-31,1638000.0,1573500.0,1573500.0,8,1.0,64500.0,False,False,False,False
BK-01716,Short Film,In Production,False,2023-10-31,10913000.0,1433500.0,1433500.0,12,1.0,9479500.0,False,False,False,False
BK-01717,Wedding Film,In Production,False,2023-11-01,6534000.0,762000.0,336000.0,4,1.0,5772000.0,False,False,False,False
BK-01718,Commercial / TVC,Completed,False,2023-11-01,20051472.74,1019500.0,1019500.0,6,2.0,19031972.74,False,False,False,False
BK-01719,Photoshoot,Completed,False,2023-11-02,1227000.0,692000.0,429500.0,6,1.0,535000.0,False,False,False,False
BK-01720,Commercial / TVC,Completed,False,2023-11-02,21650000.0,4192000.0,3742000.0,24,2.0,17458000.0,False,False,False,False
BK-01721,Wedding Film,Completed,False,2023-11-02,6617000.0,523000.0,380000.0,2,1.0,6094000.0,False,False,False,False
BK-01722,Music Video,Completed,False,2023-11-02,13802000.0,310000.0,310000.0,2,1.0,13492000.0,False,False,False,False
BK-01723,Photoshoot,Postponed,False,2023-11-03,1042000.0,2552000.0,1885500.0,16,2.0,-1510000.0,True,True,False,False
BK-01724,Wedding Film,Completed,False,2023-11-03,2387000.0,702500.0,559500.0,5,1.0,1684500.0,False,False,False,False
BK-01725,Event Coverage,Completed,False,2023-11-03,4950000.0,765000.0,765000.0,5,1.0,4185000.0,False,False,False,False
BK-01726,Photoshoot,Completed,False,2023-11-04,4367000.0,647000.0,593000.0,8,2.0,3720000.0,False,False,False,False
BK-01727,Event Coverage,Completed,False,2023-11-04,6714900.0,2144000.0,2049500.0,19,5.0,4570900.0,False,False,False,False
BK-01728,Photoshoot,Completed,False,2023-11-04,793000.0,265500.0,0.0,1,1.0,527500.0,False,False,False,False
BK-01729,Commercial / TVC,Completed,False,2023-11-04,14839000.0,729000.0,587000.0,5,1.0,14110000.0,False,False,False,False
BK-01730,Short Film,Completed,False,2023-11-04,23415000.0,622000.0,510500.0,4,1.0,22793000.0,False,False,False,False
BK-01731,Commercial / TVC,Completed,False,2023-11-04,31021000.0,949000.0,949000.0,6,1.0,30072000.0,False,False,False,False
BK-01732,Commercial / TVC,Completed,False,2023-11-05,24355000.0,813500.0,641000.0,5,1.0,23541500.0,False,False,False,False
BK-01733,Wedding Film,Completed,False,2023-11-05,5461110.6,829500.0,584500.0,5,1.0,4631610.6,False,False,False,False
BK-01734,Unknown,Completed,False,2023-11-05,936000.0,369500.0,369500.0,3,1.0,566500.0,False,False,False,False
BK-01735,Wedding Film,Invoiced,False,2023-11-05,4770900.0,554000.0,404000.0,4,1.0,4216900.0,False,False,False,False
BK-01736,Music Video,Completed,False,2023-11-05,18288000.0,335500.0,335500.0,3,1.0,17952500.0,False,False,False,False
BK-01737,Photoshoot,Completed,False,2023-11-05,4509000.0,985000.0,851000.0,7,2.0,3524000.0,False,False,False,False
BK-01738,Corporate Documentary,Completed,False,2023-11-05,12510000.0,840000.0,840000.0,3,1.0,11670000.0,False,False,False,False
BK-01739,Wedding Film,Completed,False,2023-11-05,7143000.0,386500.0,386500.0,4,1.0,6756500.0,False,False,False,False
BK-01740,Unknown,Completed,False,2023-11-06,17375000.0,685500.0,615500.0,4,1.0,16689500.0,False,False,False,False
BK-01741,Corporate Documentary,Completed,False,2023-11-06,7843000.0,586500.0,433000.0,5,1.0,7256500.0,False,False,False,False
BK-01742,Commercial / TVC,Completed,False,2023-11-06,60910000.0,1369000.0,880000.0,10,2.0,59541000.0,False,False,False,False
BK-01743,Music Video,Invoiced,False,2023-11-06,10002000.0,854500.0,748000.0,5,1.0,9147500.0,False,False,False,False
BK-01744,Photoshoot,Completed,False,2023-11-07,967500.0,758000.0,257000.0,5,1.0,209500.0,False,False,False,False
BK-01745,Corporate Documentary,Completed,False,2023-11-07,14805000.0,1666500.0,775500.0,8,1.0,13138500.0,False,False,False,False
BK-01746,Photoshoot,Completed,False,2023-11-07,3604000.0,286500.0,102500.0,2,1.0,3317500.0,False,False,False,False
BK-01748,Music Video,Postponed,False,2023-11-08,7415100.0,675500.0,622000.0,5,1.0,6739600.0,False,False,False,False
BK-01749,Music Video,Invoiced,False,2023-11-09,10527419.41,551000.0,350000.0,5,1.0,9976419.41,False,False,False,False
BK-01750,Photoshoot,Completed,False,2023-11-09,2995000.0,2304000.0,2142000.0,12,1.0,691000.0,False,False,False,False
BK-01751,Wedding Film,Completed,False,2023-11-09,4860000.0,918500.0,410000.0,2,1.0,3941500.0,False,False,False,False
BK-01752,Short Film,Completed,False,2023-11-09,12499250.0,654000.0,146000.0,3,1.0,11845250.0,False,False,False,False
BK-01753,Photoshoot,Completed,False,2023-11-09,915000.0,527500.0,514000.0,4,1.0,387500.0,False,False,False,False
BK-01754,Studio Rental,Completed,False,2023-11-10,884000.0,583500.0,583500.0,4,1.0,300500.0,False,False,False,False
BK-01755,Commercial / TVC,Completed,False,2023-11-10,29815000.0,3541000.0,2988000.0,23,2.0,26274000.0,False,False,False,False
BK-01756,Music Video,Completed,False,2023-11-11,13086000.0,1052000.0,602000.0,7,1.0,12034000.0,False,False,False,False
BK-01757,Corporate Documentary,Completed,False,2023-11-11,15592000.0,1022000.0,834000.0,6,1.0,14570000.0,False,False,False,False
BK-01758,Music Video,In Production,False,2023-11-11,10811000.0,432500.0,360500.0,4,1.0,10378500.0,False,False,False,False
BK-01759,Music Video,Completed,False,2023-11-11,17012000.0,827000.0,827000.0,5,1.0,16185000.0,False,False,False,False
BK-01760,Music Video,Postponed,False,2023-11-11,4302000.0,469500.0,469500.0,4,1.0,3832500.0,False,False,False,False
BK-01762,Photoshoot,In Production,False,2023-11-12,1625000.0,761000.0,518000.0,5,1.0,864000.0,False,False,False,False
BK-01763,Music Video,Completed,False,2023-11-12,12777000.0,375500.0,375500.0,3,1.0,12401500.0,False,False,False,False
BK-01764,Corporate Documentary,Completed,False,2023-11-12,15487000.0,1038000.0,808500.0,10,2.0,14449000.0,False,False,False,False
BK-01766,Event Coverage,Completed,False,2023-11-12,1977902.14,406000.0,406000.0,4,1.0,1571902.14,False,False,False,False
BK-01767,Music Video,Completed,False,2023-11-12,13406000.0,1033500.0,562500.0,4,1.0,12372500.0,False,False,False,False
BK-01768,Wedding Film,Completed,False,2023-11-12,2390000.0,625500.0,561500.0,4,1.0,1764500.0,False,False,False,False
BK-01769,Studio Rental,Completed,False,2023-11-12,792000.0,1179000.0,1011500.0,6,1.0,-387000.0,True,True,False,False
BK-01770,Photoshoot,Invoiced,False,2023-11-12,4253000.0,2395000.0,2144000.0,16,2.0,1858000.0,False,False,False,False
BK-01771,Photoshoot,Completed,False,2023-11-13,696000.0,926000.0,828500.0,4,1.0,-230000.0,True,True,False,False
BK-01772,Corporate Documentary,Completed,False,2023-11-13,15611000.0,1073000.0,672500.0,4,1.0,14538000.0,False,False,False,False
BK-01773,Studio Rental,Completed,False,2023-11-13,1210000.0,1479500.0,1310000.0,6,2.0,-269500.0,True,True,False,False
BK-01774,Studio Rental,Completed,False,2023-11-13,930000.0,689500.0,289000.0,3,1.0,240500.0,False,False,False,False
BK-01775,Wedding Film,Postponed,False,2023-11-14,8256000.0,1391000.0,1213000.0,9,3.0,6865000.0,False,False,False,False
BK-01776,Event Coverage,Completed,False,2023-11-14,12174000.0,2265000.0,2004000.0,20,5.0,9909000.0,False,False,False,False
BK-01777,Event Coverage,Postponed,False,2023-11-14,1741000.0,909000.0,909000.0,4,1.0,832000.0,False,False,False,False
BK-01778,Photoshoot,Completed,False,2023-11-14,2276300.0,2608500.0,2537000.0,19,5.0,-332200.0,True,True,False,False
BK-01780,Corporate Documentary,Completed,False,2023-11-15,15794000.0,226000.0,53000.0,2,1.0,15568000.0,False,False,False,False
BK-01781,Event Coverage,Completed,False,2023-11-15,2123000.0,760000.0,445000.0,3,1.0,1363000.0,False,False,False,False
BK-01782,Music Video,Invoiced,False,2023-11-16,3132000.0,384000.0,290000.0,3,1.0,2748000.0,False,False,False,False
BK-01784,Photoshoot,Completed,False,2023-11-16,1254950.0,673000.0,673000.0,5,1.0,581950.0,False,False,False,False
BK-01786,Photoshoot,In Production,False,2023-11-17,1785000.0,926000.0,791500.0,8,1.0,859000.0,False,False,False,False
BK-01787,Commercial / TVC,Completed,False,2023-11-17,14719000.0,1283500.0,1283500.0,4,1.0,13435500.0,False,False,False,False
BK-01788,Photoshoot,In Production,False,2023-11-17,3104000.0,261000.0,209500.0,4,1.0,2843000.0,False,False,False,False
BK-01789,Photoshoot,Completed,False,2023-11-18,1123000.0,980000.0,768500.0,6,1.0,143000.0,False,False,False,False
BK-01790,Wedding Film,Completed,False,2023-11-18,3541000.0,330500.0,130000.0,2,1.0,3210500.0,False,False,False,False
BK-01792,Studio Rental,Completed,False,2023-11-18,510000.0,591000.0,421500.0,3,1.0,-81000.0,True,False,True,False
BK-01793,Photoshoot,Completed,False,2023-11-19,838850.0,887500.0,887500.0,5,1.0,-48650.0,True,True,False,False
BK-01794,Corporate Documentary,Completed,False,2023-11-19,21493000.0,2153000.0,1967500.0,15,3.0,19340000.0,False,False,False,False
BK-01795,Event Coverage,Invoiced,False,2023-11-19,2598300.0,438000.0,438000.0,4,1.0,2160300.0,False,False,False,False
BK-01796,Corporate Documentary,Completed,False,2023-11-20,10537518.97,187000.0,27000.0,2,1.0,10350518.97,False,False,False,False
BK-01797,Unknown,Postponed,False,2023-11-20,178854.64,854500.0,842000.0,6,1.0,-675645.36,True,True,False,False
BK-01798,Wedding Film,Completed,False,2023-11-20,14065000.0,3522000.0,2757000.0,24,4.0,10543000.0,False,False,False,False
BK-01799,Photoshoot,Completed,False,2023-11-21,3550000.0,1156500.0,1156500.0,4,1.0,2393500.0,False,False,False,False
BK-01800,Music Video,Invoiced,False,2023-11-21,18969000.0,706000.0,486500.0,5,1.0,18263000.0,False,False,False,False
BK-01801,Event Coverage,Completed,False,2023-11-21,4589000.0,1822000.0,1682000.0,11,1.0,2767000.0,False,False,False,False
BK-01803,Commercial / TVC,Completed,False,2023-11-21,33012546.93,949000.0,688000.0,8,1.0,32063546.93,False,False,False,False
BK-01804,Event Coverage,In Production,False,2023-11-22,1574000.0,1122000.0,928000.0,5,1.0,452000.0,False,False,False,False
BK-01805,Commercial / TVC,Completed,False,2023-11-22,18349000.0,3259000.0,2447000.0,16,2.0,15090000.0,False,False,False,False
BK-01806,Music Video,Completed,False,2023-11-22,23578000.0,1753500.0,1613000.0,8,2.0,21824500.0,False,False,False,False
BK-01807,Wedding Film,Completed,False,2023-11-22,2819700.0,1182500.0,753000.0,10,2.0,1637200.0,False,False,False,False
BK-01808,Photoshoot,Completed,False,2023-11-22,3591000.0,246000.0,182500.0,2,1.0,3345000.0,False,False,False,False
BK-01809,Wedding Film,Postponed,False,2023-11-23,6537000.0,515000.0,461000.0,4,1.0,6022000.0,False,False,False,False
BK-01810,Wedding Film,Completed,False,2023-11-23,4874000.0,1536000.0,678000.0,5,1.0,3338000.0,False,False,False,False
BK-01811,Music Video,Completed,False,2023-11-23,14517557.1,223000.0,164000.0,3,1.0,14294557.1,False,False,False,False
BK-01812,Corporate Documentary,Completed,False,2023-11-24,17588000.0,872500.0,799000.0,6,2.0,16715500.0,False,False,False,False
BK-01813,Wedding Film,Completed,False,2023-11-24,4943731.5,314500.0,314500.0,2,1.0,4629231.5,False,False,False,False
BK-01814,Wedding Film,Completed,False,2023-11-25,4220000.0,2138500.0,1565500.0,10,2.0,2081500.0,False,False,False,False
BK-01815,Wedding Film,Completed,False,2023-11-25,7665000.0,3970000.0,3840000.0,23,2.0,3695000.0,False,False,False,False
BK-01816,Commercial / TVC,Completed,False,2023-11-25,16848000.0,324000.0,194000.0,3,1.0,16524000.0,False,False,False,False
BK-01817,Event Coverage,In Production,False,2023-11-25,4417200.0,1095500.0,840500.0,4,2.0,3321700.0,False,False,False,False
BK-01818,Short Film,Completed,False,2023-11-25,11030000.0,562000.0,350000.0,5,1.0,10468000.0,False,False,False,False
BK-01819,Music Video,Completed,False,2023-11-25,14004000.0,1840000.0,1282500.0,12,1.0,12164000.0,False,False,False,False
BK-01820,Unknown,Completed,False,2023-11-26,3779000.0,1160000.0,695000.0,8,1.0,2619000.0,False,False,False,False
BK-01821,Photoshoot,In Production,False,2023-11-26,629000.0,313500.0,187500.0,3,1.0,315500.0,False,False,False,False
BK-01822,Unknown,Completed,False,2023-11-26,3039000.0,403000.0,403000.0,4,1.0,2636000.0,False,False,False,False
BK-01823,Wedding Film,Completed,False,2023-11-26,10532650.0,2784500.0,1936500.0,15,3.0,7748150.0,False,False,False,False
BK-01824,Photoshoot,Invoiced,False,2023-11-27,3360000.0,368500.0,368500.0,2,1.0,2991500.0,False,False,False,False
BK-01825,Wedding Film,Unknown,False,2023-11-27,7157000.0,933000.0,660500.0,5,1.0,6224000.0,False,False,False,False
BK-01826,Event Coverage,Invoiced,False,2023-11-27,2983000.0,1097000.0,523500.0,6,1.0,1886000.0,False,False,False,False
BK-01827,Event Coverage,Invoiced,False,2023-11-27,4563000.0,1595000.0,1338000.0,12,1.0,2968000.0,False,False,False,False
BK-01828,Photoshoot,Completed,False,2023-11-27,1012000.0,501500.0,281500.0,6,1.0,510500.0,False,False,False,False
BK-01829,Photoshoot,Completed,False,2023-11-28,2860000.0,969000.0,882000.0,6,1.0,1891000.0,False,False,False,False
BK-01830,Commercial / TVC,Completed,False,2023-11-28,9390000.0,1261000.0,1117000.0,12,1.0,8129000.0,False,False,False,False
BK-01832,Wedding Film,Completed,False,2023-11-29,3129000.0,543500.0,522500.0,5,1.0,2585500.0,False,False,False,False
BK-01835,Photoshoot,Completed,False,2023-11-29,4207000.0,3312500.0,2998000.0,24,2.0,894500.0,False,False,False,False
BK-01836,Wedding Film,Completed,False,2023-11-29,4010000.0,768000.0,641000.0,5,1.0,3242000.0,False,False,False,False
BK-01837,Wedding Film,Completed,False,2023-11-30,6345000.0,721500.0,498000.0,13,5.0,5623500.0,False,False,False,False
BK-01838,Event Coverage,Completed,False,2023-11-30,3544000.0,742000.0,723500.0,5,1.0,2802000.0,False,False,False,False
