session_id,session_start_utc,session_date_lagos,visitor_id,source,channel,medium,campaign,gclid,device,country,landing_page,page_views,duration_seconds,user_agent,is_new_visitor,converted,transaction_id,revenue_ngn,is_bot,is_spam
S000006554,2023-02-10T11:05:26Z,2023-02-10,u001323,google,Google,organic,showreel_push,Not applicable,Desktop,Nigeria,/shop/harmattan-drop,3,271,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000006555,2023-02-10T12:12:31Z,2023-02-10,u080460,direct,Direct,paid,harmattan_drop,Not applicable,Mobile,Ghana,/,2,45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,True,ORD521970,18500.0,False,False
S000006556,2023-02-10T17:15:01Z,2023-02-10,u025911,meta,Facebook / Meta,referral,harmattan_drop,Not applicable,Tablet,Nigeria,/commercial,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000006557,2023-02-10T09:40:39Z,2023-02-10,u054696,ig,Instagram,paid,wedding_season_24,Not applicable,Desktop,Nigeria,/shop/harmattan-drop,4,86,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000006558,2023-02-10T14:02:39Z,2023-02-10,u062535,direct,Direct,organic,Not applicable,Not applicable,Mobile,Ghana,/commercial,2,115,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000006559,2023-02-10T15:15:14Z,2023-02-10,u026836,youtube,YouTube,none,retarget_q4,Not applicable,Desktop,Nigeria,/shop,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006560,2023-02-10T21:31:45Z,2023-02-10,u005712,linkedin,Referral / Other,organic,lagos_nights_launch,Not applicable,Tablet,United Kingdom,/shop,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000006561,2023-02-10T12:44:56Z,2023-02-10,u036541,tiktok,TikTok,paid,harmattan_drop,Not applicable,Mobile,Nigeria,/portfolio,2,153,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000006562,2023-02-10T21:59:35Z,2023-02-10,u066375,direct,Direct,paid,retarget_q4,Not applicable,Desktop,Ghana,/shop,4,172,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000006563,2023-02-10T19:24:53Z,2023-02-10,u054403,google,Google,none,harmattan_drop,Not applicable,Mobile,Kenya,/shop/harmattan-drop,1,39,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,True,Not applicable,93800.0,False,False
S000006564,2023-02-10T17:59:54Z,2023-02-10,u038114,linkedin,Referral / Other,paid,wedding_season_24,Not applicable,Tablet,Nigeria,/rates,1,93,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006565,2023-02-10T10:18:15Z,2023-02-10,u035351,fb,Facebook / Meta,social,harmattan_drop,Not applicable,Mobile,Ghana,/portfolio,2,51,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006566,2023-02-10T19:39:24Z,2023-02-10,u026859,google.com,Google,organic,retarget_q4,Not applicable,Mobile,Ghana,/portfolio,1,91,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000006567,2023-02-10T18:32:29Z,2023-02-10,u001289,newsletter,Email,paid,wedding_season_24,Not applicable,Tablet,Nigeria,/about,3,165,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006568,2023-02-10T17:30:14Z,2023-02-10,u028890,linkedin,Referral / Other,social,Not applicable,Not applicable,Desktop,Nigeria,/,1,76,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006569,2023-02-10T16:07:47Z,2023-02-10,u023748,yt,YouTube,referral,retarget_q4,Not applicable,Desktop,Nigeria,/contact,6,174,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006570,2023-02-10T12:12:24Z,2023-02-10,u064052,twitter,Referral / Other,referral,brand_always_on,Not applicable,Desktop,United States,/,9,657,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000006571,2023-02-10T09:12:46Z,2023-02-10,u023532,direct,Direct,none,retarget_q4,Not applicable,Mobile,Nigeria,/shop,6,103,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006572,2023-02-10T21:33:04Z,2023-02-10,u079611,ig,Instagram,none,wedding_season_24,Not applicable,Tablet,United Kingdom,/shop,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006573,2023-02-10T09:06:18Z,2023-02-10,u073227,tiktok,TikTok,none,harmattan_drop,Not applicable,Mobile,Nigeria,/blog/5-tips-for-your-wedding-film,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006574,2023-02-10T08:23:10Z,2023-02-10,u037615,(direct),Direct,paid,wedding_season_23,Not applicable,Desktop,United States,/shop/harmattan-drop,1,65,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006575,2023-02-10T14:09:43Z,2023-02-10,u003991,twitter,Referral / Other,organic,Not applicable,Not applicable,Mobile,Nigeria,/shop,2,140,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006576,2023-02-10T12:08:02Z,2023-02-10,u071909,ig,Instagram,social,blackfriday24,Not applicable,Mobile,Nigeria,/blog/5-tips-for-your-wedding-film,1,0,HeadlessChrome/119.0.0.0,True,False,Not applicable,0.0,True,False
S000006577,2023-02-10T19:33:40Z,2023-02-10,u031506,instagram,Instagram,organic,retarget_q4,Not applicable,Desktop,Nigeria,/about,6,201,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006578,2023-02-10T20:35:41Z,2023-02-10,u055494,email,Email,paid,showreel_push,Not applicable,Mobile,Nigeria,/commercial,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006579,2023-02-10T05:19:35Z,2023-02-10,u045437,behance,Referral / Other,paid,harmattan_drop,Not applicable,Mobile,Nigeria,/portfolio,9,706,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006580,2023-02-10T21:41:24Z,2023-02-10,u061740,meta,Facebook / Meta,referral,harmattan_drop,Not applicable,Desktop,South Africa,/commercial,6,432,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006581,2023-02-10T19:14:57Z,2023-02-10,u044719,facebook,Facebook / Meta,none,retarget_q4,Not applicable,Desktop,United States,/portfolio,1,0,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000006582,2023-02-10T10:35:33Z,2023-02-10,u067193,x.com,Referral / Other,referral,Not applicable,Not applicable,Mobile,Kenya,/portfolio,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006583,2023-02-10T20:56:21Z,2023-02-10,u083350,email,Email,social,harmattan_drop,Not applicable,Mobile,Nigeria,/rates,60,0,Mozilla/5.0 (compatible; AhrefsBot/7.0),False,False,Not applicable,0.0,True,False
S000006584,2023-02-10T15:51:10Z,2023-02-10,u031170,behance,Referral / Other,social,lagos_nights_launch,Not applicable,Tablet,Nigeria,/about,2,30,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000006585,2023-02-10T16:22:22Z,2023-02-10,u046255,facebook,Facebook / Meta,none,black_friday,Not applicable,Tablet,Nigeria,/blog/5-tips-for-your-wedding-film,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006586,2023-02-10T19:52:32Z,2023-02-10,u084076,youtube,YouTube,referral,harmattan_drop,Not applicable,Mobile,Unknown,/blog/5-tips-for-your-wedding-film,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006587,2023-02-10T17:03:32Z,2023-02-10,u089436,fb,Facebook / Meta,social,harmattan_drop,Not applicable,Tablet,Nigeria,/commercial,40,0,curl/8.1.2,True,False,Not applicable,0.0,True,False
S000006588,2023-02-10T21:04:59Z,2023-02-10,u059440,youtube,YouTube,none,harmattan_drop,Not applicable,Desktop,Nigeria,/shop,1,0,HeadlessChrome/119.0.0.0,False,False,Not applicable,0.0,True,False
S000006589,2023-02-10T07:33:57Z,2023-02-10,u084648,twitter,Referral / Other,none,wedding_season_23,Not applicable,Desktop,Nigeria,/rates,2,174,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006590,2023-02-10T17:15:30Z,2023-02-10,u076280,newsletter,Email,referral,retarget_q4,Not applicable,Desktop,Ghana,/booking,3,280,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000006591,2023-02-10T18:58:10Z,2023-02-10,u053746,tik tok,TikTok,social,Not applicable,Not applicable,Mobile,Nigeria,/shop,2,176,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006592,2023-02-10T08:19:48Z,2023-02-10,u058575,newsletter,Email,social,Not applicable,Not applicable,Tablet,Nigeria,/,1,73,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000006593,2023-02-10T16:31:06Z,2023-02-10,u084254,google.com,Google,paid,harmattan_drop,Not applicable,Mobile,Nigeria,/portfolio,1,0,SemrushBot/7~bl,True,False,Not applicable,0.0,True,False
S000006594,2023-02-10T09:53:05Z,2023-02-10,u030915,yt,YouTube,social,harmattan_drop,Not applicable,Desktop,Nigeria,/,1,67,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006595,2023-02-10T14:37:01Z,2023-02-10,u042240,fb,Facebook / Meta,social,wedding_season_23,Not applicable,Mobile,Canada,/contact,2,187,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000006596,2023-02-10T07:41:13Z,2023-02-10,u041262,facebook,Facebook / Meta,social,brand_always_on,Not applicable,Desktop,South Africa,/commercial,2,87,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006597,2023-02-10T07:42:59Z,2023-02-10,u052648,tiktok,TikTok,none,retarget_q4,Not applicable,Tablet,Nigeria,/shop,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006598,2023-02-10T13:39:43Z,2023-02-10,u007052,linkedin,Referral / Other,none,retarget_q4,Not applicable,Tablet,United Kingdom,/about,3,128,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006599,2023-02-10T18:59:47Z,2023-02-10,u045370,google,Google,social,blackfriday24,Not applicable,Desktop,Nigeria,/commercial,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006600,2023-02-10T09:59:23Z,2023-02-10,u021388,(direct),Direct,referral,showreel_push,Not applicable,Mobile,Nigeria,/about,2,40,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006601,2023-02-10T16:06:22Z,2023-02-10,u062965,tiktok,TikTok,paid,retarget_q4,Not applicable,Mobile,Nigeria,/portfolio,60,0,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),True,False,Not applicable,0.0,True,False
S000006602,2023-02-10T22:32:38Z,2023-02-10,u007953,newsletter,Email,none,Not applicable,Not applicable,Mobile,Nigeria,/rates,4,193,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,True,ORD517581,178200.0,False,False
S000006603,2023-02-10T21:27:48Z,2023-02-10,u046243,newsletter,Email,email,blackfriday24,Not applicable,Tablet,United States,/shop,4,219,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006604,2023-02-10T09:18:49Z,2023-02-10,u082010,ig,Instagram,email,harmattan_drop,Not applicable,Desktop,Nigeria,/,15,487,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006605,2023-02-10T09:39:58Z,2023-02-10,u056222,behance,Referral / Other,paid,wedding_season_24,Not applicable,Desktop,Nigeria,/rates,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006606,2023-02-10T17:28:18Z,2023-02-10,u074614,referral,Referral / Other,social,showreel_push,Not applicable,Mobile,Ghana,/,3,69,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000006607,2023-02-09T23:19:19Z,2023-02-10,u085281,email,Email,email,Not applicable,Not applicable,Mobile,Nigeria,/portfolio,2,35,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006608,2023-02-10T06:42:23Z,2023-02-10,u031754,google,Google,none,wedding_season_24,Not applicable,Mobile,Nigeria,/booking,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006609,2023-02-10T14:43:31Z,2023-02-10,u028669,fb,Facebook / Meta,paid,black_friday,Not applicable,Desktop,Nigeria,/commercial,60,0,SemrushBot/7~bl,True,False,Not applicable,0.0,True,False
S000006610,2023-02-10T12:11:28Z,2023-02-10,u021385,tiktok,TikTok,none,wedding_season_24,Not applicable,Mobile,Nigeria,/rates,1,52,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006611,2023-02-10T12:04:39Z,2023-02-10,u084622,direct,Direct,email,Not applicable,Not applicable,Desktop,Nigeria,/booking,4,122,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000006612,2023-02-10T18:31:15Z,2023-02-10,u026224,linkedin,Referral / Other,social,black_friday,Not applicable,Mobile,Canada,/shop/harmattan-drop,1,0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000006613,2023-02-10T22:35:46Z,2023-02-10,u006546,x.com,Referral / Other,paid,Not applicable,Not applicable,Mobile,United States,/,15,244,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006614,2023-02-10T08:54:09Z,2023-02-10,u052763,facebook,Facebook / Meta,referral,brand_always_on,Not applicable,Mobile,Nigeria,/weddings,3,176,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006615,2023-02-10T17:16:07Z,2023-02-10,u053226,fb,Facebook / Meta,social,blackfriday24,Not applicable,Desktop,Nigeria,/contact,2,137,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006616,2023-02-10T19:15:04Z,2023-02-10,u048410,direct,Direct,social,retarget_q4,Not applicable,Desktop,Nigeria,/rates,3,172,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006617,2023-02-10T14:18:57Z,2023-02-10,u070964,referral,Referral / Other,paid,wedding_season_24,Not applicable,Tablet,Nigeria,/,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000006618,2023-02-10T19:31:03Z,2023-02-10,u063955,youtube,YouTube,paid,retarget_q4,Not applicable,Tablet,Nigeria,/booking,1,92,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000006619,2023-02-10T11:22:02Z,2023-02-10,u024862,vimeo,Referral / Other,none,showreel_push,Not applicable,Desktop,Nigeria,/,2,173,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000006620,2023-02-10T07:25:00Z,2023-02-10,u002073,google,Google,social,wedding_season_24,Not applicable,Desktop,Nigeria,/portfolio,15,939,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006621,2023-02-10T17:49:55Z,2023-02-10,u027905,email,Email,paid,harmattan_drop,Not applicable,Tablet,Nigeria,/shop/harmattan-drop,2,166,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,True,Not applicable,113100.0,False,False
S000006622,2023-02-10T09:53:58Z,2023-02-10,u004353,ig,Instagram,paid,retarget_q4,Not applicable,Mobile,Ghana,/contact,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006623,2023-02-10T17:31:51Z,2023-02-10,u073746,tiktok,TikTok,none,Not applicable,Not applicable,Mobile,Nigeria,/weddings,4,321,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006624,2023-02-10T20:01:51Z,2023-02-10,u035334,fb,Facebook / Meta,referral,wedding_season_24,Not applicable,Mobile,Nigeria,/weddings,1,33,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006625,2023-02-10T17:56:32Z,2023-02-10,u085031,instagram,Instagram,social,wedding_season_24,Not applicable,Mobile,United Kingdom,/shop,1,0,Mozilla/5.0 (compatible; AhrefsBot/7.0),False,False,Not applicable,0.0,True,False
S000006626,2023-02-10T15:34:32Z,2023-02-10,u026211,vimeo,Referral / Other,email,Not applicable,Not applicable,Mobile,Nigeria,/portfolio,4,193,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006627,2023-02-10T14:31:25Z,2023-02-10,u012459,ig,Instagram,none,Not applicable,Not applicable,Mobile,Nigeria,/,1,31,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006628,2023-02-10T20:09:54Z,2023-02-10,u067252,email,Email,social,lagos_nights_launch,Not applicable,Tablet,Canada,/shop/harmattan-drop,1,82,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006629,2023-02-10T13:00:37Z,2023-02-10,u005538,tik tok,TikTok,referral,Not applicable,Not applicable,Desktop,Kenya,/,1,67,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006630,2023-02-10T16:32:32Z,2023-02-10,u022619,google,Google,none,brand_always_on,Not applicable,Desktop,South Africa,/shop,3,244,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006631,2023-02-11T10:26:09Z,2023-02-11,u051563,tiktok,TikTok,organic,Not applicable,Not applicable,Mobile,Nigeria,/about,1,66,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006632,2023-02-11T20:14:13Z,2023-02-11,u016211,direct,Direct,paid,retarget_q4,Not applicable,Desktop,Nigeria,/booking,1,56,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006633,2023-02-11T22:24:06Z,2023-02-11,u089854,facebook,Facebook / Meta,social,harmattan_drop,Not applicable,Mobile,Ghana,/commercial,1,0,curl/8.1.2,False,False,Not applicable,0.0,True,False
S000006634,2023-02-11T19:33:26Z,2023-02-11,u045345,google,Google,none,brand_always_on,Not applicable,Desktop,United States,/rates,2,142,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006635,2023-02-11T21:59:13Z,2023-02-11,u055475,twitter,Referral / Other,none,brand_always_on,Not applicable,Tablet,Ghana,/rates,3,159,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006636,2023-02-11T19:51:26Z,2023-02-11,u013002,direct,Direct,paid,brand_always_on,Not applicable,Mobile,Kenya,/rates,4,146,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,True,False,Not applicable,0.0,False,False
S000006637,2023-02-11T08:14:15Z,2023-02-11,u077061,tik tok,TikTok,referral,brand_always_on,Not applicable,Tablet,Nigeria,/about,6,169,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006638,2023-02-11T18:53:07Z,2023-02-11,u064420,google.com,Google,social,brand_always_on,Not applicable,Mobile,Nigeria,/portfolio,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000006639,2023-02-11T14:46:34Z,2023-02-11,u075148,ig,Instagram,none,Not applicable,Not applicable,Mobile,Nigeria,/booking,4,124,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,False,False,Not applicable,0.0,False,False
S000006640,2023-02-11T20:48:48Z,2023-02-11,u009532,x.com,Referral / Other,social,retarget_q4,Not applicable,Mobile,Nigeria,/rates,15,1271,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006641,2023-02-11T20:42:31Z,2023-02-11,u077307,yt,YouTube,email,harmattan_drop,Not applicable,Mobile,Nigeria,/portfolio,1,0,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000006642,2023-02-11T09:30:26Z,2023-02-11,u038580,tiktok,TikTok,none,showreel_push,Not applicable,Mobile,Nigeria,/blog/5-tips-for-your-wedding-film,6,258,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000006643,2023-02-11T09:27:17Z,2023-02-11,u003208,email,Email,none,retarget_q4,Not applicable,Mobile,Nigeria,/,1,0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006644,2023-02-11T08:10:25Z,2023-02-11,u028252,yt,YouTube,none,harmattan_drop,Not applicable,Mobile,Nigeria,/about,1,0,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000006645,2023-02-11T15:30:17Z,2023-02-11,u058136,direct,Direct,email,retarget_q4,Not applicable,Tablet,Nigeria,/,9,717,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000006646,2023-02-11T17:40:38Z,2023-02-11,u045795,youtube,YouTube,none,lagos_nights_launch,Not applicable,Tablet,United Kingdom,/rates,1,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,False,False,Not applicable,0.0,False,False
S000006647,2023-02-11T19:10:15Z,2023-02-11,u084839,fb,Facebook / Meta,email,retarget_q4,Not applicable,Mobile,Nigeria,/rates,6,187,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,False,False,Not applicable,0.0,False,False
S000006648,2023-02-11T05:04:10Z,2023-02-11,u066052,instagram,Instagram,paid,Not applicable,Not applicable,Tablet,Nigeria,/portfolio,2,68,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15,True,False,Not applicable,0.0,False,False
S000006649,2023-02-11T09:17:02Z,2023-02-11,u075012,ig,Instagram,none,harmattan_drop,Not applicable,Mobile,United States,/weddings,9,777,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000006650,2023-02-11T07:19:54Z,2023-02-11,u021220,newsletter,Email,organic,Not applicable,Not applicable,Mobile,United States,/commercial,1,40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,False,False,Not applicable,0.0,False,False
S000006651,2023-02-11T17:02:24Z,2023-02-11,u040633,email,Email,paid,brand_always_on,Not applicable,Mobile,United Kingdom,/contact,2,118,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36,True,False,Not applicable,0.0,False,False
S000006652,2023-02-11T08:47:50Z,2023-02-11,u048952,x.com,Referral / Other,paid,Not applicable,Not applicable,Tablet,Nigeria,/weddings,1,0,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
S000006653,2023-02-11T08:17:16Z,2023-02-11,u054329,behance,Referral / Other,none,blackfriday24,Not applicable,Mobile,Canada,/portfolio,2,81,Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120,True,False,Not applicable,0.0,False,False
