spend_date,channel,campaign,impressions,clicks,currency,spend_ngn,dq_flags
2023-07-23,YouTube Pre-roll,retarget_q4,83740,2508,NGN,983973.0,No issues
2023-07-24,Email / CRM,brand_always_on,11614,265,NGN,17233.12,No issues
2023-07-24,Google Ads,always_on,31728,748,NGN,130467.92,No issues
2023-07-24,Influencer,harmattan_drop,11544,110,NGN,27358.21,No issues
2023-07-24,Meta Ads,showreel_push,3079,61,NGN,24135.01,No issues
2023-07-25,Email / CRM,harmattan_drop,75240,1373,NGN,480550.95,No issues
2023-07-25,Google Ads,blackfriday24,16859,362,NGN,113680.31,No issues
2023-07-25,Influencer,harmattan_drop,50782,464,NGN,115271.68,No issues
2023-07-25,Meta Ads,retarget_q4,60403,1390,NGN,96654.0,No issues
2023-07-25,TikTok Ads,showreel_push,74640,1587,NGN,148423.84,No issues
2023-07-25,YouTube Pre-roll,harmattan_drop,10358,56,NGN,3440.57,No issues
2023-07-26,Email / CRM,brand_always_on,85596,2799,NGN,222730.78,No issues
2023-07-26,Google Ads,always_on,3343,32,NGN,11894.98,No issues
2023-07-26,Influencer,showreel_push,31927,350,NGN,74107.43,No issues
2023-07-26,Meta Ads,retarget_q4,13963,328,NGN,121524.03,No issues
2023-07-26,TikTok Ads,always_on,30944,380,NGN,101788.0,No issues
2023-07-27,Email / CRM,lagos_nights_launch,17825,562,NGN,183497.39,No issues
2023-07-27,Influencer,harmattan_drop,50251,717,NGN,214995.73,No issues
2023-07-27,Meta Ads,harmattan_drop,66519,315,NGN,83098.44,No issues
2023-07-27,TikTok Ads,black_friday,4630,100,NGN,30869.45,No issues
2023-07-27,YouTube Pre-roll,lagos_nights_launch,89543,2004,NGN,413458.98,No issues
2023-07-28,Email / CRM,blackfriday24,32263,264,NGN,30472.25,No issues
2023-07-28,Google Ads,blackfriday24,19984,143,NGN,41989.35,No issues
2023-07-28,Influencer,black_friday,10019,248,NGN,78945.69,No issues
2023-07-28,Meta Ads,brand_always_on,73857,785,NGN,134321.86,No issues
2023-07-28,TikTok Ads,retarget_q4,28634,317,NGN,45232.95,No issues
2023-07-28,YouTube Pre-roll,showreel_push,41063,254,NGN,74985.09,No issues
2023-07-29,Email / CRM,retarget_q4,79248,1764,NGN,212155.35,No issues
2023-07-29,Google Ads,harmattan_drop,88801,814,NGN,282315.44,No issues
2023-07-29,Influencer,retarget_q4,53704,1514,NGN,276382.19,No issues
2023-07-29,Meta Ads,lagos_nights_launch,69685,1173,NGN,144837.68,No issues
2023-07-30,Email / CRM,black_friday,20236,211,NGN,69232.73,No issues
2023-07-30,Google Ads,wedding_season_23,49576,1283,NGN,253269.24,No issues
2023-07-30,Meta Ads,retarget_q4,9428,92,NGN,16605.41,No issues
2023-07-30,TikTok Ads,harmattan_drop,42414,404,NGN,58624.34,No issues
2023-07-30,YouTube Pre-roll,retarget_q4,47037,1271,NGN,488027.77,No issues
2023-07-31,Google Ads,always_on,82721,2527,NGN,377608.02,No issues
2023-07-31,Influencer,wedding_season_24,19850,144,NGN,10687.56,No issues
2023-07-31,Meta Ads,lagos_nights_launch,48479,1385,NGN,197262.64,No issues
2023-07-31,TikTok Ads,harmattan_drop,51304,1761,NGN,673778.13,No issues
2023-07-31,YouTube Pre-roll,blackfriday24,67772,2231,NGN,350545.6,No issues
2023-08-01,Google Ads,harmattan_drop,30205,666,NGN,172362.74,No issues
2023-08-01,Meta Ads,harmattan_drop,75055,1434,NGN,509494.3,No issues
2023-08-01,YouTube Pre-roll,wedding_season_23,39034,309,NGN,55152.29,No issues
2023-08-02,Email / CRM,wedding_season_24,82827,1878,NGN,211963.7,No issues
2023-08-02,Influencer,harmattan_drop,57352,1823,NGN,640587.92,No issues
2023-08-02,Meta Ads,harmattan_drop,34977,967,NGN,59054.76,No issues
2023-08-02,YouTube Pre-roll,always_on,48234,1317,NGN,461499.91,No issues
2023-08-03,Email / CRM,blackfriday24,20957,132,NGN,9407.78,No issues
2023-08-03,Influencer,harmattan_drop,21740,646,NGN,179462.01,No issues
2023-08-03,Meta Ads,retarget_q4,48823,199,NGN,27051.53,No issues
2023-08-03,TikTok Ads,showreel_push,11424,176,NGN,32155.65,No issues
2023-08-03,YouTube Pre-roll,harmattan_drop,5288,73,NGN,27133.31,No issues
2023-08-04,Email / CRM,always_on,84973,1753,NGN,342134.55,No issues
2023-08-04,Google Ads,harmattan_drop,27642,840,NGN,158729.16,No issues
2023-08-04,Influencer,harmattan_drop,27816,806,NGN,170461.79,No issues
2023-08-04,TikTok Ads,retarget_q4,27606,193,NGN,51957.27,No issues
2023-08-04,YouTube Pre-roll,wedding_season_24,28090,811,NGN,209084.14,No issues
2023-08-05,Google Ads,harmattan_drop,33399,766,NGN,160423.89,No issues
2023-08-05,Influencer,harmattan_drop,51385,1102,NGN,173989.4,No issues
2023-08-05,YouTube Pre-roll,wedding_season_23,23345,794,NGN,308170.57,No issues
2023-08-06,Email / CRM,lagos_nights_launch,76100,2433,NGN,928103.5,No issues
2023-08-06,Google Ads,always_on,5412,186,NGN,20487.82,No issues
2023-08-06,Influencer,lagos_nights_launch,42393,478,NGN,35008.55,No issues
2023-08-06,TikTok Ads,wedding_season_24,81296,869,NGN,214233.36,No issues
2023-08-07,Email / CRM,retarget_q4,31963,855,NGN,228614.93,No issues
2023-08-07,Google Ads,brand_always_on,19528,659,NGN,191745.7,No issues
2023-08-07,Influencer,harmattan_drop,6121,41,NGN,8400.04,No issues
2023-08-07,Meta Ads,lagos_nights_launch,77677,1034,NGN,300152.39,No issues
2023-08-07,TikTok Ads,blackfriday24,16174,84,NGN,14097.04,No issues
2023-08-07,YouTube Pre-roll,harmattan_drop,20079,442,NGN,71738.77,No issues
2023-08-08,Email / CRM,black_friday,72227,1574,NGN,518336.37,No issues
2023-08-08,Google Ads,always_on,27882,651,NGN,149473.04,No issues
2023-08-08,Influencer,black_friday,56947,807,NGN,103578.5,No issues
2023-08-08,TikTok Ads,lagos_nights_launch,86349,2080,NGN,676417.63,No issues
2023-08-08,YouTube Pre-roll,harmattan_drop,6465,144,NGN,10104.35,No issues
2023-08-09,Email / CRM,brand_always_on,39015,712,NGN,169899.99,No issues
2023-08-09,Google Ads,retarget_q4,33904,223,NGN,91243.34,No issues
2023-08-09,Influencer,retarget_q4,60193,775,NGN,172724.2,No issues
2023-08-09,TikTok Ads,harmattan_drop,43551,1355,NGN,317406.16,No issues
2023-08-09,YouTube Pre-roll,retarget_q4,44006,468,NGN,29858.78,No issues
2023-08-10,Email / CRM,retarget_q4,70024,1177,NGN,98887.81,No issues
2023-08-10,Google Ads,wedding_season_24,51767,689,NGN,229788.55,No issues
2023-08-10,Influencer,black_friday,86293,928,NGN,68091.37,No issues
2023-08-10,YouTube Pre-roll,showreel_push,74908,346,NGN,24174.87,No issues
2023-08-11,Email / CRM,retarget_q4,78100,662,NGN,197232.84,No issues
2023-08-11,Google Ads,harmattan_drop,42304,964,NGN,383213.51,No issues
2023-08-11,Influencer,harmattan_drop,69750,1837,NGN,136480.76,No issues
2023-08-11,Meta Ads,blackfriday24,41532,220,NGN,55036.58,No issues
2023-08-11,TikTok Ads,lagos_nights_launch,50287,1056,NGN,425036.48,No issues
2023-08-11,YouTube Pre-roll,harmattan_drop,34471,370,NGN,115163.62,No issues
2023-08-12,Google Ads,retarget_q4,77516,985,NGN,345100.86,No issues
2023-08-12,Influencer,harmattan_drop,5122,160,NGN,30210.76,No issues
2023-08-12,TikTok Ads,black_friday,62959,2188,NGN,818687.88,No issues
2023-08-12,YouTube Pre-roll,retarget_q4,35894,290,NGN,118401.43,No issues
2023-08-13,Email / CRM,harmattan_drop,87670,1175,NGN,280308.25,No issues
2023-08-13,Google Ads,black_friday,8836,64,NGN,4214.1,No issues
2023-08-13,Influencer,wedding_season_24,35796,1247,NGN,227184.54,No issues
2023-08-13,Meta Ads,wedding_season_24,85649,2361,NGN,408606.34,No issues
2023-08-13,YouTube Pre-roll,harmattan_drop,7607,220,NGN,38496.69,No issues
2023-08-14,Email / CRM,harmattan_drop,5951,104,NGN,42660.09,No issues
2023-08-14,Google Ads,lagos_nights_launch,64704,2242,NGN,868627.78,No issues
2023-08-14,Influencer,blackfriday24,47170,409,NGN,73510.32,No issues
2023-08-14,Meta Ads,lagos_nights_launch,79736,2277,NGN,694362.07,No issues
2023-08-14,TikTok Ads,blackfriday24,47720,532,NGN,193869.76,No issues
2023-08-14,YouTube Pre-roll,lagos_nights_launch,41204,256,NGN,69852.46,No issues
2023-08-15,Email / CRM,lagos_nights_launch,61400,1132,NGN,164691.83,No issues
2023-08-15,Google Ads,wedding_season_24,47962,969,NGN,80334.66,No issues
2023-08-15,Influencer,brand_always_on,69430,1528,NGN,473182.12,No issues
2023-08-15,Meta Ads,brand_always_on,10752,341,NGN,89637.77,No issues
2023-08-15,TikTok Ads,harmattan_drop,26138,141,NGN,48417.2,No issues
2023-08-15,YouTube Pre-roll,always_on,14882,483,NGN,114148.86,No issues
2023-08-16,Email / CRM,harmattan_drop,86298,1429,NGN,464064.89,No issues
2023-08-16,Meta Ads,retarget_q4,49295,767,NGN,312811.39,No issues
2023-08-16,TikTok Ads,retarget_q4,21537,503,NGN,131216.11,No issues
2023-08-16,YouTube Pre-roll,harmattan_drop,10156,205,NGN,51636.96,No issues
2023-08-17,Google Ads,retarget_q4,88725,2142,NGN,245569.89,No issues
2023-08-17,Meta Ads,retarget_q4,50990,1356,NGN,445537.64,No issues
2023-08-17,TikTok Ads,showreel_push,9564,175,NGN,73303.28,No issues
2023-08-17,YouTube Pre-roll,harmattan_drop,33581,722,NGN,199310.81,No issues
2023-08-18,Google Ads,showreel_push,27253,859,NGN,152548.59,No issues
2023-08-18,Meta Ads,lagos_nights_launch,59028,1663,NGN,611421.0,No issues
2023-08-18,TikTok Ads,wedding_season_23,33981,1037,NGN,291860.27,No issues
2023-08-18,YouTube Pre-roll,lagos_nights_launch,7224,101,NGN,6520.59,No issues
2023-08-19,Email / CRM,always_on,62937,363,NGN,131658.17,No issues
2023-08-19,Meta Ads,wedding_season_23,46510,259,NGN,88887.28,No issues
2023-08-19,TikTok Ads,blackfriday24,63207,269,NGN,85326.54,No issues
2023-08-19,YouTube Pre-roll,black_friday,49564,1229,NGN,329265.56,No issues
2023-08-20,Influencer,blackfriday24,62421,1496,NGN,149641.79,No issues
2023-08-20,Meta Ads,always_on,84104,659,NGN,117635.81,No issues
2023-08-20,TikTok Ads,lagos_nights_launch,47580,1540,NGN,464384.33,No issues
2023-08-20,YouTube Pre-roll,harmattan_drop,12566,164,NGN,13369.16,No issues
2023-08-21,Email / CRM,brand_always_on,22826,524,NGN,127931.69,No issues
2023-08-21,Google Ads,wedding_season_23,5097,134,NGN,24769.21,No issues
2023-08-21,Influencer,harmattan_drop,64793,1749,NGN,376074.07,No issues
2023-08-21,TikTok Ads,black_friday,54025,304,NGN,111168.01,No issues
2023-08-21,YouTube Pre-roll,harmattan_drop,14239,129,NGN,27503.8,No issues
2023-08-22,Email / CRM,blackfriday24,29073,1002,NGN,239085.89,No issues
2023-08-22,Google Ads,harmattan_drop,40666,1074,NGN,360697.19,No issues
2023-08-22,Influencer,black_friday,49612,386,NGN,160492.59,No issues
2023-08-22,Meta Ads,blackfriday24,21924,210,NGN,85800.18,No issues
2023-08-23,Google Ads,harmattan_drop,40637,1303,NGN,451217.83,No issues
2023-08-23,Influencer,lagos_nights_launch,17024,308,NGN,124504.98,No issues
2023-08-23,Meta Ads,harmattan_drop,21168,150,NGN,16991.55,No issues
2023-08-23,TikTok Ads,brand_always_on,63036,1428,NGN,103208.84,No issues
2023-08-23,YouTube Pre-roll,blackfriday24,29315,766,NGN,152113.26,No issues
2023-08-24,Email / CRM,retarget_q4,89514,1861,NGN,732268.39,No issues
2023-08-24,Google Ads,retarget_q4,62107,2076,NGN,500620.58,No issues
2023-08-24,Influencer,retarget_q4,5578,175,NGN,25208.12,No issues
2023-08-24,Meta Ads,brand_always_on,73566,1599,NGN,205270.2,No issues
2023-08-24,TikTok Ads,retarget_q4,65921,2080,NGN,460591.51,No issues
2023-08-24,YouTube Pre-roll,harmattan_drop,27465,771,NGN,133902.08,No issues
2023-08-25,Google Ads,black_friday,65606,2237,NGN,216641.69,No issues
2023-08-25,Influencer,wedding_season_23,42744,797,NGN,55850.65,No issues
2023-08-25,Meta Ads,harmattan_drop,82559,1782,NGN,117932.75,No issues
2023-08-25,TikTok Ads,wedding_season_24,37330,1108,NGN,419590.22,No issues
2023-08-25,YouTube Pre-roll,blackfriday24,43896,1384,NGN,160299.01,No issues
2023-08-26,Email / CRM,harmattan_drop,26419,372,NGN,118915.42,No issues
2023-08-26,Google Ads,showreel_push,59755,1698,NGN,187030.52,No issues
2023-08-26,Meta Ads,retarget_q4,53078,1387,NGN,281600.55,No issues
2023-08-27,Google Ads,wedding_season_24,78851,1263,NGN,355668.65,No issues
2023-08-27,Influencer,black_friday,87544,838,NGN,230257.86,No issues
2023-08-27,Meta Ads,harmattan_drop,88952,616,NGN,168180.78,No issues
2023-08-27,YouTube Pre-roll,wedding_season_24,58545,2033,NGN,132512.05,No issues
2023-08-28,Email / CRM,retarget_q4,79167,370,NGN,118386.76,No issues
2023-08-28,Google Ads,retarget_q4,47535,1491,NGN,200799.94,No issues
2023-08-28,Influencer,lagos_nights_launch,6101,185,NGN,24144.5,No issues
2023-08-28,TikTok Ads,blackfriday24,53188,772,NGN,92829.48,No issues
2023-08-28,YouTube Pre-roll,black_friday,87858,925,NGN,74181.1,No issues
2023-08-29,Email / CRM,brand_always_on,85443,804,NGN,109739.78,No issues
2023-08-29,Google Ads,black_friday,24325,470,NGN,125842.71,No issues
2023-08-29,Meta Ads,wedding_season_24,78251,2249,NGN,446054.22,No issues
2023-08-30,Google Ads,retarget_q4,40468,512,NGN,209183.05,No issues
2023-08-30,Influencer,always_on,80108,2065,NGN,797291.46,No issues
2023-08-30,YouTube Pre-roll,lagos_nights_launch,26107,221,NGN,88632.6,No issues
2023-08-31,Google Ads,black_friday,45827,765,NGN,256087.27,No issues
2023-08-31,Influencer,retarget_q4,78073,1447,NGN,566775.1,No issues
2023-08-31,Meta Ads,lagos_nights_launch,64682,1805,NGN,424332.52,No issues
2023-08-31,TikTok Ads,harmattan_drop,16899,205,NGN,54244.99,No issues
2023-08-31,YouTube Pre-roll,harmattan_drop,12485,329,NGN,112100.4,No issues
2023-09-01,Influencer,wedding_season_24,11296,85,NGN,16187.48,No issues
2023-09-01,Meta Ads,black_friday,40439,1281,NGN,263793.76,No issues
2023-09-01,TikTok Ads,retarget_q4,38569,301,NGN,106645.23,No issues
2023-09-01,YouTube Pre-roll,harmattan_drop,73104,1694,NGN,323252.0,No issues
2023-09-02,Email / CRM,retarget_q4,15052,385,NGN,85092.09,No issues
2023-09-02,Google Ads,always_on,57463,956,NGN,179833.56,No issues
2023-09-02,Meta Ads,black_friday,87328,925,NGN,181140.9,No issues
2023-09-03,Google Ads,harmattan_drop,13831,277,NGN,102107.51,No issues
2023-09-03,Influencer,harmattan_drop,48596,222,NGN,69939.61,No issues
2023-09-03,Meta Ads,blackfriday24,74161,1728,NGN,671147.52,No issues
2023-09-03,TikTok Ads,always_on,61265,1527,NGN,459327.91,No issues
2023-09-03,YouTube Pre-roll,harmattan_drop,84872,2890,NGN,665297.86,No issues
2023-09-04,Email / CRM,blackfriday24,34102,845,NGN,140546.26,No issues
2023-09-04,Influencer,black_friday,84068,749,NGN,150423.45,No issues
2023-09-04,TikTok Ads,wedding_season_24,25741,846,NGN,88775.12,No issues
2023-09-05,Influencer,always_on,41946,532,NGN,40216.34,No issues
2023-09-05,Meta Ads,retarget_q4,84936,1703,NGN,648116.42,No issues
2023-09-05,YouTube Pre-roll,brand_always_on,74118,2218,NGN,432708.24,No issues
2023-09-06,Email / CRM,always_on,61302,453,NGN,30421.18,No issues
2023-09-06,Google Ads,showreel_push,52589,639,NGN,222961.81,No issues
2023-09-06,Influencer,black_friday,61467,1703,NGN,552649.06,No issues
2023-09-06,Meta Ads,always_on,15642,231,NGN,94323.4,No issues
2023-09-06,TikTok Ads,harmattan_drop,37939,1066,NGN,303743.77,No issues
2023-09-07,TikTok Ads,brand_always_on,43837,660,NGN,242963.64,No issues
2023-09-07,YouTube Pre-roll,harmattan_drop,59833,1976,NGN,286413.45,No issues
2023-09-08,Influencer,retarget_q4,23615,683,NGN,151742.31,No issues
2023-09-08,Meta Ads,harmattan_drop,23819,403,NGN,120864.82,No issues
2023-09-08,YouTube Pre-roll,retarget_q4,5561,121,NGN,39776.05,No issues
2023-09-09,Email / CRM,brand_always_on,29644,270,NGN,41796.79,No issues
2023-09-09,Google Ads,retarget_q4,41341,1308,NGN,507710.64,No issues
2023-09-09,Influencer,brand_always_on,5590,154,NGN,54981.71,No issues
2023-09-09,Meta Ads,harmattan_drop,78026,1083,NGN,209083.11,No issues
2023-09-09,YouTube Pre-roll,wedding_season_24,69371,1129,NGN,136553.43,No issues
2023-09-10,Email / CRM,always_on,22090,165,NGN,30058.45,No issues
2023-09-10,Influencer,lagos_nights_launch,69812,704,NGN,94354.81,No issues
2023-09-10,Meta Ads,lagos_nights_launch,15616,184,NGN,21603.1,No issues
2023-09-10,YouTube Pre-roll,harmattan_drop,40682,761,NGN,260539.94,No issues
2023-09-11,Email / CRM,harmattan_drop,67011,728,NGN,291499.24,No issues
2023-09-11,Google Ads,wedding_season_23,89028,906,NGN,251092.38,No issues
2023-09-11,Influencer,always_on,11957,131,NGN,27254.69,No issues
2023-09-11,Meta Ads,lagos_nights_launch,69594,2046,NGN,204612.03,No issues
2023-09-11,TikTok Ads,retarget_q4,63790,1731,NGN,468387.26,No issues
2023-09-11,YouTube Pre-roll,harmattan_drop,34036,1069,NGN,84897.83,No issues
2023-09-12,Email / CRM,wedding_season_23,45109,590,NGN,52718.63,No issues
2023-09-12,Google Ads,retarget_q4,76620,2447,NGN,758020.65,No issues
2023-09-12,Influencer,blackfriday24,73369,355,NGN,97034.22,No issues
2023-09-12,TikTok Ads,wedding_season_24,52951,1736,NGN,217387.53,No issues
2023-09-12,YouTube Pre-roll,black_friday,27821,659,NGN,175292.03,No issues
2023-09-13,Email / CRM,wedding_season_23,88293,795,NGN,236373.51,No issues
2023-09-13,Google Ads,wedding_season_24,4511,92,NGN,24242.7,No issues
2023-09-13,Influencer,always_on,78841,501,NGN,74933.01,No issues
2023-09-13,Meta Ads,black_friday,3200,16,NGN,1931.19,No issues
2023-09-13,YouTube Pre-roll,harmattan_drop,25567,705,NGN,284793.17,No issues
2023-09-14,Email / CRM,retarget_q4,8054,93,NGN,21234.19,No issues
2023-09-14,Google Ads,harmattan_drop,89051,2233,NGN,183207.77,No issues
2023-09-14,Meta Ads,black_friday,82472,1590,NGN,538495.07,No issues
2023-09-14,TikTok Ads,always_on,80079,1572,NGN,589067.24,No issues
2023-09-14,YouTube Pre-roll,harmattan_drop,53293,516,NGN,125347.41,No issues
2023-09-15,Google Ads,harmattan_drop,62496,1753,NGN,487453.38,No issues
2023-09-15,Meta Ads,retarget_q4,44531,1083,NGN,206089.43,No issues
2023-09-15,TikTok Ads,retarget_q4,34966,706,NGN,55610.73,No issues
2023-09-15,YouTube Pre-roll,wedding_season_24,21838,699,NGN,238569.45,No issues
2023-09-16,Google Ads,wedding_season_23,76414,1593,NGN,391254.28,No issues
2023-09-16,Influencer,blackfriday24,83771,2152,NGN,426763.03,No issues
2023-09-16,Meta Ads,retarget_q4,58649,1412,NGN,473622.16,No issues
2023-09-16,TikTok Ads,always_on,68947,598,NGN,44099.67,No issues
2023-09-16,YouTube Pre-roll,harmattan_drop,61930,1298,NGN,409009.39,No issues
2023-09-17,Email / CRM,wedding_season_23,85132,2303,NGN,842038.89,No issues
2023-09-17,Influencer,lagos_nights_launch,20234,606,NGN,165775.16,No issues
2023-09-17,Meta Ads,brand_always_on,80054,1672,NGN,596815.2,No issues
2023-09-17,YouTube Pre-roll,always_on,36587,1241,NGN,110268.34,No issues
2023-09-18,Email / CRM,blackfriday24,36813,546,NGN,35203.97,No issues
2023-09-18,Google Ads,black_friday,39361,570,NGN,110518.67,No issues
2023-09-18,Influencer,retarget_q4,72267,2200,NGN,715228.21,No issues
2023-09-18,Meta Ads,harmattan_drop,64924,352,NGN,127050.28,No issues
2023-09-18,TikTok Ads,harmattan_drop,66436,937,NGN,387595.7,No issues
2023-09-18,YouTube Pre-roll,showreel_push,46257,579,NGN,133127.15,No issues
2023-09-19,Google Ads,wedding_season_23,51492,1579,NGN,238879.65,No issues
2023-09-19,Influencer,retarget_q4,15788,423,NGN,38324.24,No issues
2023-09-19,TikTok Ads,black_friday,34602,839,NGN,253710.87,No issues
2023-09-19,YouTube Pre-roll,retarget_q4,77963,2568,NGN,870517.98,No issues
2023-09-20,Influencer,harmattan_drop,16111,258,NGN,61427.6,No issues
2023-09-20,YouTube Pre-roll,retarget_q4,63287,1780,NGN,299128.44,No issues
2023-09-21,Google Ads,wedding_season_24,53819,422,NGN,38637.86,No issues
2023-09-21,Influencer,retarget_q4,66830,406,NGN,28959.32,No issues
2023-09-21,Meta Ads,wedding_season_23,50477,743,NGN,145282.95,No issues
2023-09-21,TikTok Ads,retarget_q4,64246,1287,NGN,252074.02,No issues
2023-09-22,Email / CRM,blackfriday24,83600,2369,NGN,809071.88,No issues
2023-09-22,Google Ads,harmattan_drop,81623,2734,NGN,1093553.18,No issues
2023-09-22,Influencer,brand_always_on,15201,256,NGN,73795.66,No issues
2023-09-22,Meta Ads,always_on,87287,1914,NGN,475708.06,No issues
2023-09-22,TikTok Ads,retarget_q4,62539,1899,NGN,483311.78,No issues
2023-09-22,YouTube Pre-roll,brand_always_on,40188,793,NGN,293631.6,No issues
2023-09-23,Email / CRM,black_friday,26698,334,NGN,76193.55,No issues
2023-09-23,Google Ads,wedding_season_24,81505,904,NGN,330157.77,No issues
2023-09-23,Meta Ads,blackfriday24,57320,654,NGN,177499.03,No issues
2023-09-23,TikTok Ads,brand_always_on,71336,1562,NGN,138381.96,No issues
2023-09-23,YouTube Pre-roll,wedding_season_24,83750,2782,NGN,1137840.6,No issues
2023-09-24,Email / CRM,always_on,66535,1965,NGN,563198.54,No issues
2023-09-24,Meta Ads,lagos_nights_launch,33136,584,NGN,174429.88,No issues
2023-09-25,Email / CRM,retarget_q4,67656,2267,NGN,877839.83,No issues
2023-09-25,Google Ads,wedding_season_23,79659,1827,NGN,711455.96,No issues
2023-09-25,Meta Ads,retarget_q4,80751,2159,NGN,523457.24,No issues
2023-09-25,YouTube Pre-roll,showreel_push,63372,1295,NGN,127247.33,No issues
2023-09-26,Email / CRM,harmattan_drop,60739,452,NGN,179850.71,No issues
2023-09-26,Google Ads,wedding_season_24,55357,1114,NGN,193991.32,No issues
2023-09-26,Influencer,always_on,80767,1248,NGN,205183.34,No issues
2023-09-26,TikTok Ads,retarget_q4,20718,521,NGN,113121.05,No issues
2023-09-27,Google Ads,harmattan_drop,35109,469,NGN,35202.38,No issues
2023-09-27,Influencer,wedding_season_23,75659,810,NGN,161261.09,No issues
2023-09-27,Meta Ads,harmattan_drop,62397,2070,NGN,436097.19,No issues
2023-09-27,TikTok Ads,showreel_push,84308,368,NGN,74491.99,No issues
2023-09-27,YouTube Pre-roll,harmattan_drop,37055,619,NGN,223215.94,No issues
2023-09-28,Email / CRM,harmattan_drop,67862,1846,NGN,560204.29,No issues
2023-09-28,Google Ads,retarget_q4,86983,3019,NGN,684763.71,No issues
2023-09-28,Influencer,harmattan_drop,49429,965,NGN,220803.47,No issues
2023-09-28,Meta Ads,showreel_push,84810,1149,NGN,300638.89,No issues
2023-09-28,YouTube Pre-roll,brand_always_on,14658,159,NGN,28662.51,No issues
2023-09-29,Email / CRM,harmattan_drop,64944,539,NGN,116306.53,No issues
2023-09-29,Google Ads,lagos_nights_launch,45320,849,NGN,140996.27,No issues
2023-09-29,Influencer,retarget_q4,30424,746,NGN,58353.69,No issues
2023-09-29,Meta Ads,lagos_nights_launch,54102,482,NGN,74809.93,No issues
2023-09-29,YouTube Pre-roll,lagos_nights_launch,22233,773,NGN,131100.16,No issues
2023-09-30,Google Ads,black_friday,39637,427,NGN,170579.53,No issues
2023-09-30,Influencer,harmattan_drop,12273,279,NGN,26581.92,No issues
2023-09-30,Meta Ads,black_friday,15713,450,NGN,185389.1,No issues
2023-09-30,YouTube Pre-roll,showreel_push,36295,586,NGN,167274.18,No issues
2023-10-01,Google Ads,harmattan_drop,25639,566,NGN,139999.88,No issues
2023-10-01,Meta Ads,blackfriday24,4546,22,NGN,4861.91,No issues
2023-10-01,YouTube Pre-roll,harmattan_drop,41364,171,NGN,27440.2,No issues
2023-10-02,Influencer,showreel_push,71476,1944,NGN,677656.21,No issues
2023-10-02,TikTok Ads,blackfriday24,46274,1007,NGN,143025.96,No issues
2023-10-02,YouTube Pre-roll,retarget_q4,72298,1827,NGN,263192.12,No issues
2023-10-03,Email / CRM,lagos_nights_launch,65942,1409,NGN,510536.73,No issues
2023-10-03,Google Ads,retarget_q4,66530,1451,NGN,351722.02,No issues
2023-10-03,Influencer,harmattan_drop,12045,271,NGN,35858.13,No issues
2023-10-03,TikTok Ads,black_friday,48782,938,NGN,136507.6,No issues
2023-10-04,Email / CRM,wedding_season_23,16492,351,NGN,110517.58,No issues
2023-10-04,Google Ads,harmattan_drop,24342,359,NGN,148900.71,No issues
2023-10-04,Influencer,harmattan_drop,62484,630,NGN,137333.71,No issues
2023-10-04,Meta Ads,lagos_nights_launch,30198,945,NGN,365190.97,No issues
2023-10-05,Email / CRM,retarget_q4,42613,729,NGN,173476.76,No issues
2023-10-05,Meta Ads,black_friday,11160,370,NGN,68054.27,No issues
2023-10-05,TikTok Ads,wedding_season_24,15753,209,NGN,42767.86,No issues
2023-10-05,YouTube Pre-roll,harmattan_drop,82622,2322,NGN,368200.43,No issues
2023-10-06,Email / CRM,wedding_season_23,22406,153,NGN,32797.83,No issues
2023-10-06,Google Ads,always_on,33799,728,NGN,68689.1,No issues
2023-10-06,TikTok Ads,blackfriday24,42218,1008,NGN,154458.36,No issues
2023-10-07,Email / CRM,retarget_q4,43894,720,NGN,85645.42,No issues
2023-10-07,Google Ads,brand_always_on,60702,1177,NGN,118825.42,No issues
2023-10-07,Meta Ads,always_on,34924,1126,NGN,90216.84,No issues
2023-10-07,TikTok Ads,harmattan_drop,3121,58,NGN,8421.08,No issues
2023-10-07,YouTube Pre-roll,blackfriday24,75788,1758,NGN,571746.35,No issues
2023-10-08,Email / CRM,retarget_q4,88178,1855,NGN,409983.61,No issues
2023-10-08,Google Ads,harmattan_drop,29900,533,NGN,104856.82,No issues
2023-10-08,Influencer,brand_always_on,38516,181,NGN,53825.24,No issues
2023-10-08,Meta Ads,retarget_q4,20346,451,NGN,99485.86,No issues
2023-10-08,TikTok Ads,retarget_q4,52612,696,NGN,231862.89,No issues
2023-10-08,YouTube Pre-roll,black_friday,43824,825,NGN,283137.91,No issues
2023-10-09,Email / CRM,wedding_season_23,33501,467,NGN,187771.45,No issues
2023-10-09,Google Ads,harmattan_drop,17323,276,NGN,66279.93,No issues
2023-10-09,Influencer,harmattan_drop,69473,1553,NGN,151850.05,No issues
2023-10-09,Meta Ads,wedding_season_23,10291,171,NGN,55806.09,No issues
2023-10-09,TikTok Ads,retarget_q4,88455,2799,NGN,385458.22,No issues
2023-10-09,YouTube Pre-roll,showreel_push,74979,1852,NGN,625726.81,No issues
2023-10-10,Email / CRM,harmattan_drop,48608,1606,NGN,673853.44,No issues
2023-10-10,Google Ads,always_on,42887,935,NGN,320278.96,No issues
2023-10-10,Influencer,retarget_q4,47680,1100,NGN,80260.44,No issues
2023-10-10,TikTok Ads,showreel_push,74344,860,NGN,243542.65,No issues
2023-10-11,Email / CRM,showreel_push,24816,574,NGN,141504.22,No issues
