refund_id,refund_key,order_id,refund_date,refund_date_if_day_first,refund_date_if_month_first,refund_amount_ngn,reason,processed_by,dq_flags
RF-32507,RF-32507-2,ORD502656,2023-05-04,Not applicable,Not applicable,30350.0,Changed mind,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window"
RF-32507,RF-32507-3,ORD524875,2025-03-17,Not applicable,Not applicable,30300.0,Unknown,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-32520,RF-32520,ORD503252,2023-06-08,Not applicable,Not applicable,29400.0,Damaged,Auto,amount_written_as_negative
RF-32528,RF-32528-1,ORD509949,2024-01-28,Not applicable,Not applicable,38600.0,Late delivery,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-32528,RF-32528-2,ORD519252,2024-12-10,Not applicable,Not applicable,4900.0,Unknown,Ops,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-32555,RF-32555,ORD512615,2024-04-13,Not applicable,Not applicable,16600.0,Unknown,Auto,No issues
RF-32561,RF-32561,ORD510801,2024-02-10,Not applicable,Not applicable,32050.0,Unknown,Support,No issues
RF-32562,RF-32562,ORD526122,2025-04-26,Not applicable,Not applicable,24200.0,Changed mind,Unknown,amount_written_as_negative
RF-32577,RF-32577,ORD520652,2024-12-06,Not applicable,Not applicable,4300.0,Changed mind,Support,amount_written_as_negative
RF-32580,RF-32580,ORD522136,2025-02-05,Not applicable,Not applicable,5500.0,Wrong size,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-32587,RF-32587,ORD506007,2023-10-17,Not applicable,Not applicable,25400.0,Wrong size,Support,amount_written_as_negative
RF-32589,RF-32589,ORD510509,2024-02-23,Not applicable,Not applicable,44600.0,Unknown,Auto,No issues
RF-32595,RF-32595,ORD509836,2024-01-09,Not applicable,Not applicable,5600.0,Late delivery,Auto,amount_written_as_negative
RF-32604,RF-32604,ORD521286,2025-01-07,Not applicable,Not applicable,67600.0,Damaged,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-32607,RF-32607,ORD505531,2023-09-19,Not applicable,Not applicable,2100.0,Wrong size,Auto,amount_written_as_negative
RF-32617,RF-32617,ORD528050,2025-06-23,Not applicable,Not applicable,18400.0,Not as pictured,Support,No issues
RF-32623,RF-32623,ORD528430,2025-06-27,Not applicable,Not applicable,46400.0,Changed mind,Ops,No issues
RF-32638,RF-32638,ORD510581,2024-02-28,Not applicable,Not applicable,120200.0,Damaged,Unknown,No issues
RF-32653,RF-32653,ORD514139,2024-05-24,Not applicable,Not applicable,100500.0,Changed mind,Unknown,No issues
RF-32654,RF-32654,ORD512659,2024-04-10,Not applicable,Not applicable,4400.0,Unknown,Support,No issues
RF-32658,RF-32658,ORD527108,2025-05-08,Not applicable,Not applicable,148350.0,Late delivery,Ops,refund_date_format_resolved_by_refund_window
RF-32666,RF-32666,ORD509879,Unknown,2024-02-01,2024-01-02,7600.0,Late delivery,Ops,"refund_date_ambiguous,amount_written_as_negative"
RF-32673,RF-32673,ORD507845,2023-12-23,Not applicable,Not applicable,15800.0,Not as pictured,Ops,amount_written_as_negative
RF-32693,RF-32693,ORD524876,2025-03-22,Not applicable,Not applicable,28200.0,Late delivery,Support,amount_written_as_negative
RF-32696,RF-32696,ORD500842,2023-02-10,Not applicable,Not applicable,1950.0,Unknown,Support,No issues
RF-32698,RF-32698,ORD503251,2023-05-29,Not applicable,Not applicable,16800.0,Late delivery,Support,amount_written_as_negative
RF-32699,RF-32699,ORD516993,2024-08-28,Not applicable,Not applicable,9350.0,Duplicate order,Ops,No issues
RF-32711,RF-32711,ORD507541,2023-12-02,Not applicable,Not applicable,78250.0,Unknown,Unknown,"refund_date_format_resolved_by_refund_window,refund_exceeds_order_value"
RF-32722,RF-32722,ORD511815,2024-03-10,Not applicable,Not applicable,1950.0,Wrong size,Support,No issues
RF-32731,RF-32731,ORD516950,2024-09-13,Not applicable,Not applicable,21000.0,Duplicate order,Auto,amount_written_as_negative
RF-32733,RF-32733,ORD505895,2023-09-20,Not applicable,Not applicable,16600.0,Unknown,Ops,amount_written_as_negative
RF-32736,RF-32736,ORD509146,2023-12-25,Not applicable,Not applicable,49800.0,Wrong size,Support,No issues
RF-32740,RF-32740,ORD510949,2024-02-21,Not applicable,Not applicable,1300.0,Unknown,Support,No issues
RF-32745,RF-32745,ORD514303,2024-05-26,Not applicable,Not applicable,67000.0,Changed mind,Support,amount_written_as_negative
RF-32758,RF-32758,ORD525030,2025-03-31,Not applicable,Not applicable,13500.0,Damaged,Unknown,No issues
RF-32790,RF-32790,ORD502376,2023-04-11,Not applicable,Not applicable,21300.0,Wrong size,Ops,No issues
RF-32862,RF-32862,ORD504543,2023-08-02,Not applicable,Not applicable,30200.0,Duplicate order,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-32870,RF-32870,ORD518389,2024-11-09,Not applicable,Not applicable,17700.0,Duplicate order,Support,No issues
RF-32871,RF-32871,ORD505333,2023-08-15,Not applicable,Not applicable,12700.0,Wrong size,Auto,No issues
RF-32874,RF-32874,ORD500037,2023-01-02,Not applicable,Not applicable,3700.0,Damaged,Auto,No issues
RF-32882,RF-32882,ORD509553,2024-01-10,Not applicable,Not applicable,19300.0,Damaged,Unknown,refund_date_format_resolved_by_refund_window
RF-32897,RF-32897,ORD507083,2023-11-30,Not applicable,Not applicable,3700.0,Late delivery,Unknown,No issues
RF-32915,RF-32915,ORD503689,2023-07-12,Not applicable,Not applicable,4500.0,Wrong size,Support,No issues
RF-32916,RF-32916,ORD508759,2024-01-11,Not applicable,Not applicable,11850.0,Wrong size,Support,amount_written_as_negative
RF-32924,RF-32924,ORD524247,2025-04-08,Not applicable,Not applicable,115800.0,Damaged,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-32951,RF-32951,ORD507935,2023-12-27,Not applicable,Not applicable,16800.0,Late delivery,Auto,amount_written_as_negative
RF-32970,RF-32970,ORD522639,2025-02-18,Not applicable,Not applicable,45600.0,Changed mind,Unknown,amount_written_as_negative
RF-33002,RF-33002,ORD511762,2024-03-01,Not applicable,Not applicable,16000.0,Late delivery,Unknown,amount_written_as_negative
RF-33014,RF-33014,ORD519704,2024-11-10,Not applicable,Not applicable,75300.0,Wrong size,Ops,refund_date_format_resolved_by_refund_window
RF-33032,RF-33032,ORD526251,2025-04-22,Not applicable,Not applicable,267200.0,Late delivery,Support,amount_written_as_negative
RF-33047,RF-33047,ORD512855,2024-04-15,Not applicable,Not applicable,56200.0,Unknown,Support,No issues
RF-33085,RF-33085,ORD520788,2024-12-05,Not applicable,Not applicable,19300.0,Wrong size,Unknown,refund_date_format_resolved_by_refund_window
RF-33090,RF-33090,ORD524166,2025-03-22,Not applicable,Not applicable,4400.0,Wrong size,Support,amount_written_as_negative
RF-33110,RF-33110,ORD502025,2023-04-19,Not applicable,Not applicable,10500.0,Duplicate order,Auto,No issues
RF-33118,RF-33118,ORD519011,2024-11-24,Not applicable,Not applicable,15500.0,Damaged,Support,amount_written_as_negative
RF-33127,RF-33127,ORD518993,2024-11-26,Not applicable,Not applicable,14600.0,Late delivery,Auto,No issues
RF-33132,RF-33132-1,ORD508589,2023-11-30,Not applicable,Not applicable,65000.0,Damaged,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33132,RF-33132-2,ORD521761,2025-01-21,Not applicable,Not applicable,2900.0,Wrong size,Support,refund_id_shared_with_other_refunds
RF-33134,RF-33134,ORD508241,2023-12-15,Not applicable,Not applicable,10900.0,Duplicate order,Support,amount_written_as_negative
RF-33141,RF-33141,ORD522864,2025-02-28,Not applicable,Not applicable,15300.0,Wrong size,Unknown,amount_written_as_negative
RF-33143,RF-33143,ORD516120,2024-07-29,Not applicable,Not applicable,34200.0,Duplicate order,Auto,No issues
RF-33153,RF-33153,ORD510500,2024-01-16,Not applicable,Not applicable,4500.0,Late delivery,Support,No issues
RF-33162,RF-33162,ORD521638,2025-01-20,Not applicable,Not applicable,8900.0,Late delivery,Ops,No issues
RF-33165,RF-33165,ORD526029,2025-04-22,Not applicable,Not applicable,10200.0,Late delivery,Auto,amount_written_as_negative
RF-33170,RF-33170,ORD521788,2025-01-17,Not applicable,Not applicable,67600.0,Changed mind,Support,amount_written_as_negative
RF-33172,RF-33172,ORD518174,2024-09-26,Not applicable,Not applicable,9500.0,Changed mind,Unknown,No issues
RF-33183,RF-33183-1,ORD517366,2024-09-29,Not applicable,Not applicable,22300.0,Changed mind,Support,refund_id_shared_with_other_refunds
RF-33183,RF-33183-2,ORD501959,2023-03-31,Not applicable,Not applicable,12000.0,Damaged,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33187,RF-33187,ORD500039,2023-01-21,Not applicable,Not applicable,144600.0,Changed mind,Auto,amount_written_as_negative
RF-33197,RF-33197,ORD516738,2024-08-15,Not applicable,Not applicable,4800.0,Not as pictured,Unknown,No issues
RF-33217,RF-33217,ORD521341,2024-12-15,Not applicable,Not applicable,12600.0,Wrong size,Auto,amount_written_as_negative
RF-33230,RF-33230,ORD507956,2023-12-12,Not applicable,Not applicable,62600.0,Changed mind,Ops,No issues
RF-33252,RF-33252,ORD501863,2023-04-10,Not applicable,Not applicable,14200.0,Changed mind,Support,amount_written_as_negative
RF-33279,RF-33279,ORD511505,2024-02-18,Not applicable,Not applicable,2850.0,Damaged,Auto,No issues
RF-33293,RF-33293,ORD514474,2024-06-02,Not applicable,Not applicable,24500.0,Late delivery,Auto,amount_written_as_negative
RF-33297,RF-33297,ORD523749,2025-03-25,Not applicable,Not applicable,26900.0,Changed mind,Ops,No issues
RF-33310,RF-33310,ORD524566,2025-04-14,Not applicable,Not applicable,9900.0,Damaged,Unknown,No issues
RF-33320,RF-33320,ORD509475,2023-12-26,Not applicable,Not applicable,17200.0,Wrong size,Support,No issues
RF-33372,RF-33372,ORD506929,2023-10-13,Not applicable,Not applicable,32650.0,Damaged,Unknown,amount_written_as_negative
RF-33373,RF-33373,ORD514714,2024-07-12,Not applicable,Not applicable,7350.0,Not as pictured,Ops,refund_date_format_resolved_by_refund_window
RF-33382,RF-33382,ORD504575,2023-08-06,Not applicable,Not applicable,4500.0,Changed mind,Unknown,amount_written_as_negative
RF-33388,RF-33388,ORD523245,2025-03-06,Not applicable,Not applicable,18400.0,Changed mind,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-33399,RF-33399,ORD524283,2025-04-06,Not applicable,Not applicable,0.0,Wrong size,Support,refund_date_format_resolved_by_refund_window
RF-33400,RF-33400,ORD503566,2023-06-27,Not applicable,Not applicable,24200.0,Unknown,Unknown,amount_written_as_negative
RF-33427,RF-33427,ORD505529,2023-08-17,Not applicable,Not applicable,4800.0,Changed mind,Auto,No issues
RF-33429,RF-33429,ORD528643,2025-07-27,Not applicable,Not applicable,131000.0,Not as pictured,Support,No issues
RF-33443,RF-33443,ORD514685,2024-07-09,Not applicable,Not applicable,74400.0,Wrong size,Support,amount_written_as_negative
RF-33454,RF-33454,ORD507966,2023-12-25,Not applicable,Not applicable,9600.0,Changed mind,Support,amount_written_as_negative
RF-33488,RF-33488,ORD516090,2024-08-19,Not applicable,Not applicable,12500.0,Wrong size,Unknown,No issues
RF-33502,RF-33502,ORD509504,2024-01-09,Not applicable,Not applicable,10400.0,Damaged,Ops,No issues
RF-33509,RF-33509,ORD516433,2024-08-09,Not applicable,Not applicable,61400.0,Damaged,Support,refund_date_format_resolved_by_refund_window
RF-33538,RF-33538-1,ORD507878,2023-11-14,Not applicable,Not applicable,34000.0,Wrong size,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33538,RF-33538-2,ORD508909,2024-01-07,Not applicable,Not applicable,4300.0,Changed mind,Unknown,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-33569,RF-33569,ORD519428,2024-12-05,Not applicable,Not applicable,35700.0,Not as pictured,Auto,No issues
RF-33578,RF-33578,ORD506892,2023-11-24,Not applicable,Not applicable,50500.0,Damaged,Auto,No issues
RF-33583,RF-33583,ORD504941,2023-08-22,Not applicable,Not applicable,11050.0,Changed mind,Unknown,amount_written_as_negative
RF-33600,RF-33600,ORD528436,2025-07-04,Not applicable,Not applicable,10400.0,Damaged,Support,amount_written_as_negative
RF-33611,RF-33611,ORD527210,2025-06-01,Not applicable,Not applicable,24400.0,Changed mind,Ops,No issues
RF-33613,RF-33613,ORD517291,2024-09-01,Not applicable,Not applicable,21000.0,Wrong size,Auto,amount_written_as_negative
RF-33638,RF-33638,ORD502407,2023-04-21,Not applicable,Not applicable,51600.0,Unknown,Auto,No issues
RF-33652,RF-33652-1,ORD507517,2023-12-06,Not applicable,Not applicable,11850.0,Changed mind,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33652,RF-33652-2,ORD523713,2025-03-21,Not applicable,Not applicable,16200.0,Not as pictured,Unknown,refund_id_shared_with_other_refunds
RF-33661,RF-33661,ORD502337,2023-05-01,Not applicable,Not applicable,2000.0,Changed mind,Auto,No issues
RF-33662,RF-33662,ORD520127,2024-12-21,Not applicable,Not applicable,3150.0,Wrong size,Unknown,amount_written_as_negative
RF-33664,RF-33664,ORD520089,2024-12-27,Not applicable,Not applicable,33450.0,Changed mind,Support,amount_written_as_negative
RF-33679,RF-33679,ORD518305,2024-10-23,Not applicable,Not applicable,25600.0,Damaged,Support,No issues
RF-33685,RF-33685,ORD500573,2023-02-20,Not applicable,Not applicable,13300.0,Late delivery,Auto,amount_written_as_negative
RF-33690,RF-33690,ORD517577,2024-09-05,Not applicable,Not applicable,8400.0,Changed mind,Support,refund_date_format_resolved_by_refund_window
RF-33696,RF-33696,ORD503356,2023-05-25,Not applicable,Not applicable,4400.0,Wrong size,Support,No issues
RF-33699,RF-33699-1,ORD520689,2024-12-14,Not applicable,Not applicable,14800.0,Late delivery,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33699,RF-33699-2,ORD510763,2024-03-03,Not applicable,Not applicable,3050.0,Wrong size,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33699,RF-33699-3,ORD518765,2024-10-17,Not applicable,Not applicable,353000.0,Damaged,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative,refund_exceeds_order_value"
RF-33701,RF-33701,ORD522294,2025-01-20,Not applicable,Not applicable,76000.0,Damaged,Support,amount_written_as_negative
RF-33715,RF-33715,ORD518033,2024-09-30,Not applicable,Not applicable,14700.0,Damaged,Support,amount_written_as_negative
RF-33727,RF-33727,ORD504267,2023-06-27,Not applicable,Not applicable,8300.0,Damaged,Auto,No issues
RF-33735,RF-33735,ORD511970,2024-03-16,Not applicable,Not applicable,64800.0,Duplicate order,Support,No issues
RF-33745,RF-33745,ORD509592,Unknown,2024-02-01,2024-01-02,19850.0,Wrong size,Ops,"refund_date_ambiguous,amount_written_as_negative"
RF-33746,RF-33746,ORD512366,2024-04-02,Not applicable,Not applicable,272200.0,Late delivery,Auto,No issues
RF-33757,RF-33757,ORD513826,2024-06-03,Not applicable,Not applicable,12600.0,Not as pictured,Ops,No issues
RF-33761,RF-33761,ORD512626,2024-04-23,Not applicable,Not applicable,8800.0,Duplicate order,Auto,No issues
RF-33767,RF-33767,ORD524190,2025-02-26,Not applicable,Not applicable,19300.0,Not as pictured,Support,amount_written_as_negative
RF-33772,RF-33772,ORD525482,2025-04-21,Not applicable,Not applicable,31800.0,Wrong size,Support,amount_written_as_negative
RF-33786,RF-33786-1,ORD506778,2023-11-05,Not applicable,Not applicable,15600.0,Late delivery,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33786,RF-33786-2,ORD500282,2023-02-23,Not applicable,Not applicable,2200.0,Damaged,Ops,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33795,RF-33795,ORD500352,2023-02-18,Not applicable,Not applicable,4900.0,Wrong size,Support,No issues
RF-33799,RF-33799,ORD512299,2024-04-06,Not applicable,Not applicable,8800.0,Wrong size,Ops,amount_written_as_negative
RF-33813,RF-33813,ORD513257,2024-04-21,Not applicable,Not applicable,10900.0,Wrong size,Unknown,amount_written_as_negative
RF-33826,RF-33826,ORD518476,2024-11-11,Not applicable,Not applicable,2800.0,Late delivery,Support,No issues
RF-33829,RF-33829,ORD521167,2024-12-29,Not applicable,Not applicable,149700.0,Changed mind,Auto,amount_written_as_negative
RF-33830,RF-33830,ORD517342,2024-09-27,Not applicable,Not applicable,18700.0,Wrong size,Unknown,No issues
RF-33873,RF-33873,ORD527468,2025-06-19,Not applicable,Not applicable,5700.0,Late delivery,Ops,amount_written_as_negative
RF-33879,RF-33879,ORD522724,2025-01-29,Not applicable,Not applicable,72800.0,Duplicate order,Support,amount_written_as_negative
RF-33880,RF-33880,ORD513370,2024-04-23,Not applicable,Not applicable,66200.0,Wrong size,Support,amount_written_as_negative
RF-33889,RF-33889,ORD517838,2024-09-20,Not applicable,Not applicable,6100.0,Not as pictured,Ops,amount_written_as_negative
RF-33905,RF-33905-1,ORD505191,2023-08-05,Not applicable,Not applicable,15300.0,Late delivery,Support,refund_id_shared_with_other_refunds
RF-33905,RF-33905-2,ORD525083,2025-04-24,Not applicable,Not applicable,46500.0,Duplicate order,Ops,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-33910,RF-33910,ORD527702,2025-06-03,Not applicable,Not applicable,18400.0,Wrong size,Auto,No issues
RF-33912,RF-33912,ORD528572,2025-06-20,Not applicable,Not applicable,10400.0,Changed mind,Auto,amount_written_as_negative
RF-33947,RF-33947,ORD516494,2024-08-10,Not applicable,Not applicable,9200.0,Unknown,Auto,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-34000,RF-34000,ORD507801,2023-11-15,Not applicable,Not applicable,15500.0,Duplicate order,Unknown,amount_written_as_negative
RF-34027,RF-34027,ORD517494,2024-09-09,Not applicable,Not applicable,25600.0,Unknown,Unknown,amount_written_as_negative
RF-34049,RF-34049,ORD506678,2023-10-16,Not applicable,Not applicable,21500.0,Wrong size,Auto,amount_written_as_negative
RF-34057,RF-34057,ORD528562,2025-07-15,Not applicable,Not applicable,71700.0,Changed mind,Unknown,amount_written_as_negative
RF-34061,RF-34061,ORD511265,2024-02-17,Not applicable,Not applicable,7800.0,Wrong size,Unknown,No issues
RF-34073,RF-34073,ORD513360,2024-05-24,Not applicable,Not applicable,16700.0,Unknown,Auto,amount_written_as_negative
RF-34093,RF-34093,ORD517037,2024-09-12,Not applicable,Not applicable,26200.0,Duplicate order,Support,amount_written_as_negative
RF-34097,RF-34097,ORD515163,2024-06-23,Not applicable,Not applicable,27300.0,Wrong size,Support,No issues
RF-34104,RF-34104,ORD503180,2023-05-22,Not applicable,Not applicable,5500.0,Changed mind,Ops,No issues
RF-34112,RF-34112,ORD523083,2025-02-16,Not applicable,Not applicable,259400.0,Damaged,Ops,No issues
RF-34121,RF-34121,ORD513809,2024-05-07,Not applicable,Not applicable,8900.0,Duplicate order,Ops,amount_written_as_negative
RF-34131,RF-34131,ORD527368,2025-05-13,Not applicable,Not applicable,6400.0,Not as pictured,Auto,No issues
RF-34143,RF-34143,ORD517507,2024-09-07,Not applicable,Not applicable,6700.0,Late delivery,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-34144,RF-34144,ORD520610,2024-12-26,Not applicable,Not applicable,15000.0,Unknown,Support,No issues
RF-34145,RF-34145,ORD512950,2024-04-07,Not applicable,Not applicable,1300.0,Damaged,Support,No issues
RF-34160,RF-34160,ORD512737,2024-04-03,Not applicable,Not applicable,41000.0,Wrong size,Support,No issues
RF-34161,RF-34161,ORD510300,2024-02-18,Not applicable,Not applicable,7800.0,Duplicate order,Ops,amount_written_as_negative
RF-34163,RF-34163,ORD515604,2024-07-07,Not applicable,Not applicable,5200.0,Wrong size,Support,No issues
RF-34201,RF-34201,ORD507268,2023-11-28,Not applicable,Not applicable,15000.0,Changed mind,Support,No issues
RF-34206,RF-34206,ORD505916,2023-09-22,Not applicable,Not applicable,2200.0,Changed mind,Ops,No issues
RF-34209,RF-34209,ORD510318,2024-01-29,Not applicable,Not applicable,4800.0,Unknown,Ops,No issues
RF-34234,RF-34234,ORD511695,2024-04-04,Not applicable,Not applicable,9100.0,Duplicate order,Support,No issues
RF-34242,RF-34242,ORD510869,2024-03-08,Not applicable,Not applicable,50400.0,Duplicate order,Ops,amount_written_as_negative
RF-34243,RF-34243,ORD500375,2023-01-25,Not applicable,Not applicable,7800.0,Damaged,Auto,amount_written_as_negative
RF-34250,RF-34250,ORD505764,2023-09-19,Not applicable,Not applicable,47600.0,Changed mind,Unknown,amount_written_as_negative
RF-34259,RF-34259,ORD524101,2025-03-14,Not applicable,Not applicable,4900.0,Damaged,Auto,No issues
RF-34268,RF-34268,ORD526351,2025-05-14,Not applicable,Not applicable,70300.0,Changed mind,Support,amount_written_as_negative
RF-34269,RF-34269,ORD525820,2025-05-12,Not applicable,Not applicable,7800.0,Changed mind,Ops,No issues
RF-34270,RF-34270,ORD501725,2023-03-21,Not applicable,Not applicable,14900.0,Wrong size,Auto,No issues
RF-34281,RF-34281,ORD509443,2024-01-18,Not applicable,Not applicable,54300.0,Wrong size,Ops,amount_written_as_negative
RF-34288,RF-34288,ORD516245,2024-08-14,Not applicable,Not applicable,60950.0,Damaged,Support,amount_written_as_negative
RF-34289,RF-34289,ORD528732,2025-07-30,Not applicable,Not applicable,23200.0,Changed mind,Auto,No issues
RF-34293,RF-34293,ORD505954,2023-09-26,Not applicable,Not applicable,4600.0,Not as pictured,Support,No issues
RF-34296,RF-34296,ORD520594,2024-12-04,Not applicable,Not applicable,18700.0,Duplicate order,Ops,refund_date_format_resolved_by_refund_window
RF-34313,RF-34313,ORD513961,2024-05-01,Not applicable,Not applicable,59500.0,Wrong size,Auto,refund_date_format_resolved_by_refund_window
RF-34316,RF-34316,ORD526521,2025-05-13,Not applicable,Not applicable,24800.0,Changed mind,Support,amount_written_as_negative
RF-34336,RF-34336,ORD515120,2024-06-23,Not applicable,Not applicable,17700.0,Changed mind,Support,amount_written_as_negative
RF-34347,RF-34347,ORD522027,2025-01-27,Not applicable,Not applicable,36050.0,Damaged,Auto,amount_written_as_negative
RF-34377,RF-34377,ORD521639,2025-01-12,Not applicable,Not applicable,72100.0,Damaged,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-34379,RF-34379,ORD508594,2023-12-23,Not applicable,Not applicable,23700.0,Changed mind,Support,amount_written_as_negative
RF-34387,RF-34387,ORD511833,2024-04-01,Not applicable,Not applicable,52900.0,Not as pictured,Auto,"refund_date_format_resolved_by_refund_window,refund_exceeds_order_value"
RF-34390,RF-34390,ORD514307,2024-05-23,Not applicable,Not applicable,13900.0,Changed mind,Support,No issues
RF-34395,RF-34395,ORD511978,2024-03-25,Not applicable,Not applicable,34200.0,Unknown,Support,amount_written_as_negative
RF-34401,RF-34401,ORD503260,2023-05-18,Not applicable,Not applicable,3900.0,Changed mind,Unknown,No issues
RF-34413,RF-34413,ORD521050,2025-01-13,Not applicable,Not applicable,10200.0,Late delivery,Unknown,No issues
RF-34421,RF-34421,ORD527087,2025-06-15,Not applicable,Not applicable,7200.0,Unknown,Ops,No issues
RF-34424,RF-34424,ORD504953,2023-07-30,Not applicable,Not applicable,11500.0,Late delivery,Auto,amount_written_as_negative
RF-34447,RF-34447,ORD507509,2023-12-03,Not applicable,Not applicable,8800.0,Duplicate order,Support,refund_date_format_resolved_by_refund_window
RF-34456,RF-34456,ORD517248,2024-08-28,Not applicable,Not applicable,18100.0,Changed mind,Auto,No issues
RF-34467,RF-34467,ORD519012,2024-11-30,Not applicable,Not applicable,26100.0,Wrong size,Unknown,No issues
RF-34494,RF-34494,ORD525329,2025-04-02,Not applicable,Not applicable,66600.0,Wrong size,Support,refund_date_format_resolved_by_refund_window
RF-34540,RF-34540,ORD513911,2024-05-15,Not applicable,Not applicable,9000.0,Changed mind,Ops,No issues
RF-34542,RF-34542,ORD527506,2025-05-24,Not applicable,Not applicable,62500.0,Not as pictured,Auto,amount_written_as_negative
RF-34543,RF-34543,ORD524358,2025-03-06,Not applicable,Not applicable,5100.0,Unknown,Auto,refund_date_format_resolved_by_refund_window
RF-34560,RF-34560,ORD520519,2024-12-01,Not applicable,Not applicable,64000.0,Not as pictured,Support,refund_date_format_resolved_by_refund_window
RF-34569,RF-34569,ORD528572,2025-06-30,Not applicable,Not applicable,68600.0,Wrong size,Support,No issues
RF-34574,RF-34574,ORD522211,2025-01-07,Not applicable,Not applicable,9600.0,Unknown,Unknown,refund_date_format_resolved_by_refund_window
RF-34591,RF-34591,ORD500570,2023-02-13,Not applicable,Not applicable,4400.0,Wrong size,Support,No issues
RF-34597,RF-34597,ORD525151,2025-04-26,Not applicable,Not applicable,3550.0,Not as pictured,Support,No issues
RF-34608,RF-34608,ORD520297,2024-12-26,Not applicable,Not applicable,2900.0,Duplicate order,Support,No issues
RF-34613,RF-34613,ORD528152,2025-06-06,Not applicable,Not applicable,0.0,Changed mind,Auto,No issues
RF-34621,RF-34621,ORD509052,2024-01-09,Not applicable,Not applicable,15700.0,Not as pictured,Auto,amount_written_as_negative
RF-34624,RF-34624,ORD509183,2023-12-13,Not applicable,Not applicable,118800.0,Late delivery,Support,amount_written_as_negative
RF-34647,RF-34647,ORD503050,2023-05-27,Not applicable,Not applicable,4100.0,Wrong size,Ops,amount_written_as_negative
RF-34655,RF-34655,ORD527254,2025-06-21,Not applicable,Not applicable,94750.0,Duplicate order,Support,No issues
RF-34662,RF-34662,ORD501343,2023-04-10,Not applicable,Not applicable,13400.0,Damaged,Auto,No issues
RF-34673,RF-34673,ORD515938,2024-08-02,Not applicable,Not applicable,72200.0,Wrong size,Ops,refund_date_format_resolved_by_refund_window
RF-34683,RF-34683,ORD509914,2024-01-10,Not applicable,Not applicable,23400.0,Damaged,Ops,amount_written_as_negative
RF-34776,RF-34776,ORD501005,2023-02-20,Not applicable,Not applicable,5800.0,Late delivery,Auto,amount_written_as_negative
RF-34791,RF-34791,ORD514650,2024-06-29,Not applicable,Not applicable,16900.0,Changed mind,Support,No issues
RF-34822,RF-34822,ORD516928,2024-09-12,Not applicable,Not applicable,17500.0,Damaged,Auto,amount_written_as_negative
RF-34823,RF-34823,ORD519934,2024-11-15,Not applicable,Not applicable,26400.0,Changed mind,Auto,No issues
RF-34836,RF-34836,ORD508487,2023-12-19,Not applicable,Not applicable,20600.0,Wrong size,Support,amount_written_as_negative
RF-34837,RF-34837,ORD521059,2025-01-09,Not applicable,Not applicable,76000.0,Wrong size,Unknown,No issues
RF-34848,RF-34848,ORD506369,2023-09-25,Not applicable,Not applicable,48200.0,Not as pictured,Support,No issues
RF-34854,RF-34854,ORD514968,2024-06-07,Not applicable,Not applicable,9500.0,Changed mind,Auto,amount_written_as_negative
RF-34864,RF-34864,ORD528031,2025-06-26,Not applicable,Not applicable,61800.0,Duplicate order,Support,amount_written_as_negative
RF-34881,RF-34881,ORD516113,2024-08-04,Not applicable,Not applicable,84500.0,Duplicate order,Auto,refund_date_format_resolved_by_refund_window
RF-34904,RF-34904,ORD521439,2025-01-15,Not applicable,Not applicable,6100.0,Unknown,Support,No issues
RF-34912,RF-34912,ORD520635,2025-01-05,Not applicable,Not applicable,64000.0,Not as pictured,Ops,refund_date_format_resolved_by_refund_window
RF-34923,RF-34923,ORD528320,2025-06-16,Not applicable,Not applicable,2800.0,Not as pictured,Ops,"amount_written_as_negative,refund_exceeds_order_value"
RF-34927,RF-34927,ORD517516,2024-09-11,Not applicable,Not applicable,4900.0,Changed mind,Auto,No issues
RF-34932,RF-34932,ORD515962,2024-08-07,Not applicable,Not applicable,26950.0,Unknown,Support,No issues
