timesheet_id,booking_id,crew_id,work_date,hours_worked,role_on_job,day_rate_charged_ngn,overtime,approved_by,dq_flags
1437,BK-01223,CR-00014,2023-05-04,10.0,Gaffer,195000.0,False,Ngozi Okafor,No issues
1438,BK-01223,CR-00074,2023-05-04,8.0,Camera Operator,174000.0,False,Ops Manager,role_filled_from_crew_roster
1439,BK-01223,CR-00122,2023-05-04,10.0,Editor,219000.0,False,Ops Manager,No issues
1440,BK-01223,CR-00018,2023-05-04,9.0,Drone Operator,115000.0,False,Tunde Adeyemi,No issues
1441,BK-01224,CR-00122,2023-05-04,9.0,Editor,219000.0,False,Tunde Adeyemi,No issues
1442,BK-01224,CR-00122,2023-05-05,8.0,Editor,219000.0,False,Tunde Adeyemi,No issues
1443,BK-01224,CR-00111,2023-05-04,Unknown,Art Director,135000.0,False,Ngozi Okafor,hours_missing
1444,BK-01224,CR-00111,2023-05-05,14.0,Art Director,202500.0,True,Tunde Adeyemi,hours_above_12h_cap
1445,BK-01224,CR-00054,2023-05-04,9.0,Gaffer,107000.0,False,Tunde Adeyemi,No issues
1446,BK-01224,CR-00054,2023-05-05,12.0,Gaffer,107000.0,False,Ngozi Okafor,No issues
1447,BK-01224,CR-00064,2023-05-04,Unknown,Camera Operator,118000.0,False,Tunde Adeyemi,hours_missing
1448,BK-01224,CR-00064,2023-05-05,10.0,Camera Operator,118000.0,False,Tunde Adeyemi,No issues
1449,BK-01224,CR-00130,2023-05-04,10.0,Grip,Unknown,False,Tunde Adeyemi,day_rate_missing
1450,BK-01224,CR-00130,2023-05-05,8.0,Grip,47000.0,False,Ngozi Okafor,No issues
1451,BK-01225,CR-00085,2023-05-05,8.0,Gaffer,137000.0,False,Ngozi Okafor,No issues
1452,BK-01225,CR-00001,2023-05-05,8.0,Art Director,156000.0,False,Ngozi Okafor,No issues
1453,BK-01225,CR-00098,2023-05-05,12.0,Art Director,177000.0,False,Tunde Adeyemi,No issues
1454,BK-01225,CR-00060,2023-05-05,8.0,Colorist,231000.0,False,Tunde Adeyemi,No issues
1455,BK-01225,CR-00040,2023-05-05,12.0,Gaffer,102000.0,False,Ngozi Okafor,No issues
1456,BK-01225,CR-00071,2023-05-05,9.0,Director of Photography,447000.0,False,Ops Manager,No issues
1457,BK-01225,CR-00008,2023-05-05,8.0,Art Director,189000.0,False,Tunde Adeyemi,No issues
1458,BK-01225,CR-00067,2023-05-05,9.0,Gaffer,122000.0,False,Ngozi Okafor,No issues
1459,BK-01226,CR-00132,2023-05-05,9.0,Director of Photography,220000.0,False,Ngozi Okafor,No issues
1460,BK-01226,CR-00109,2023-05-05,6.0,Sound Recordist,128000.0,False,Unknown,No issues
1461,BK-01226,CR-00105,2023-05-05,6.0,Gaffer,108000.0,False,Ops Manager,No issues
1462,BK-01227,CR-00140,2023-05-05,8.0,Colorist,234000.0,False,Ngozi Okafor,No issues
1463,BK-01227,CR-00124,2023-05-05,12.0,Production Assistant,24500.0,False,Tunde Adeyemi,role_filled_from_crew_roster
1464,BK-01227,CR-00046,2023-05-05,Unknown,Director of Photography,184000.0,False,Tunde Adeyemi,hours_missing
1466,BK-01227,CR-00047,2023-05-05,10.0,Art Director,115000.0,False,Unknown,No issues
1467,BK-01227,CR-00114,2023-05-05,8.0,Colorist,292500.0,False,Ngozi Okafor,No issues
1468,BK-01227,CR-00087,2023-05-05,12.0,Director of Photography,243000.0,False,Tunde Adeyemi,No issues
1469,BK-01227,CR-00088,2023-05-05,8.0,Director of Photography,368000.0,False,Ngozi Okafor,No issues
1470,BK-01228,CR-00103,2023-05-06,Unknown,Sound Recordist,125000.0,False,Ngozi Okafor,hours_missing
1471,BK-01228,CR-00043,2023-05-06,8.0,Colorist,280000.0,False,Tunde Adeyemi,No issues
1472,BK-01228,CR-00011,2023-05-06,8.0,Production Assistant,25000.0,False,Tunde Adeyemi,No issues
1473,BK-01228,CR-00094,2023-05-06,9.0,Editor,174000.0,False,Unknown,No issues
1474,BK-01228,CR-00003,2023-05-06,6.0,Grip,49000.0,False,Tunde Adeyemi,No issues
1475,BK-01228,CR-00088,2023-05-06,14.0,Director of Photography,368000.0,True,Ops Manager,hours_above_12h_cap
1476,BK-01228,CR-00085,2023-05-06,10.0,Gaffer,137000.0,False,Ngozi Okafor,No issues
1477,BK-01228,CR-00122,2023-05-06,14.0,Editor,219000.0,True,Tunde Adeyemi,hours_above_12h_cap
1478,BK-01228,CR-00071,2023-05-06,8.0,Director of Photography,Unknown,False,Tunde Adeyemi,day_rate_missing
1479,BK-01228,CR-00019,2023-05-06,8.0,Camera Operator,175000.0,False,Tunde Adeyemi,No issues
1480,BK-01228,CR-00115,2023-05-06,8.0,Editor,88000.0,False,Ngozi Okafor,No issues
1481,BK-01228,CR-00061,2023-05-06,9.0,Director of Photography,205000.0,False,Unknown,No issues
1482,BK-01229,CR-00027,2023-05-06,9.0,Production Assistant,42000.0,False,Tunde Adeyemi,No issues
1483,BK-01229,CR-00027,2023-05-07,6.0,Production Assistant,Unknown,False,Tunde Adeyemi,"day_rate_missing,role_filled_from_crew_roster"
1484,BK-01229,CR-00069,2023-05-06,10.0,Gaffer,90000.0,False,Unknown,No issues
1485,BK-01229,CR-00069,2023-05-07,8.0,Gaffer,135000.0,False,Unknown,No issues
1486,BK-01229,CR-00015,2023-05-06,6.0,Colorist,272000.0,False,Ngozi Okafor,No issues
1487,BK-01229,CR-00015,2023-05-07,8.0,Colorist,272000.0,False,Tunde Adeyemi,No issues
1488,BK-01229,CR-00106,2023-05-06,10.0,Editor,72000.0,False,Tunde Adeyemi,No issues
1489,BK-01229,CR-00106,2023-05-07,10.0,Editor,144000.0,False,Unknown,No issues
1490,BK-01230,CR-00012,2023-05-06,Unknown,Production Assistant,40500.0,False,Ngozi Okafor,hours_missing
1491,BK-01230,CR-00128,2023-05-06,8.0,Director of Photography,286000.0,False,Ops Manager,No issues
1493,BK-01230,CR-00033,2023-05-06,8.0,Art Director,135000.0,False,Ngozi Okafor,No issues
1494,BK-01230,CR-00103,2023-05-06,9.0,Sound Recordist,125000.0,False,Ngozi Okafor,No issues
1495,BK-01230,CR-00049,2023-05-06,8.0,Production Assistant,27000.0,False,Ngozi Okafor,No issues
1496,BK-01230,CR-00053,2023-05-06,8.0,Colorist,306000.0,False,Ngozi Okafor,No issues
1497,BK-01230,CR-00023,2023-05-06,8.0,Camera Operator,79000.0,False,Tunde Adeyemi,No issues
1498,BK-01231,CR-00122,2023-05-07,10.0,Editor,219000.0,False,Tunde Adeyemi,No issues
1499,BK-01231,CR-00055,2023-05-07,8.0,Grip,96000.0,False,Unknown,No issues
1500,BK-01231,CR-00037,2023-05-07,8.0,Production Assistant,48000.0,False,Unknown,role_filled_from_crew_roster
1501,BK-01231,CR-00091,2023-05-07,6.0,Drone Operator,119000.0,False,Ngozi Okafor,No issues
1502,BK-01231,CR-00085,2023-05-07,Unknown,Gaffer,137000.0,False,Ops Manager,hours_missing
1503,BK-01231,CR-00056,2023-05-07,10.0,Colorist,155000.0,False,Ngozi Okafor,No issues
1504,BK-01231,CR-00114,2023-05-07,12.0,Colorist,97500.0,False,Ngozi Okafor,No issues
1505,BK-01231,CR-00082,2023-05-07,12.0,Grip,24500.0,False,Tunde Adeyemi,No issues
1506,BK-01232,CR-00079,2023-05-08,9.0,Sound Recordist,148000.0,False,Unknown,No issues
1507,BK-01232,CR-00019,2023-05-08,8.0,Camera Operator,175000.0,False,Tunde Adeyemi,No issues
1508,BK-01232,CR-00057,2023-05-08,8.0,Colorist,267000.0,False,Ops Manager,No issues
1509,BK-01232,CR-00016,2023-05-08,8.0,Drone Operator,282000.0,False,Ngozi Okafor,No issues
1510,BK-01232,CR-00023,2023-05-08,10.0,Camera Operator,158000.0,False,Tunde Adeyemi,No issues
1511,BK-01232,CR-00002,2023-05-08,8.0,Grip,76000.0,False,Ngozi Okafor,No issues
1512,BK-01233,CR-00061,2023-05-10,12.0,Director of Photography,205000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
1513,BK-01233,CR-00063,2023-05-10,9.0,Grip,32000.0,False,Unknown,No issues
1514,BK-01233,CR-00008,2023-05-10,Unknown,Art Director,63000.0,False,Ngozi Okafor,hours_missing
1515,BK-01234,CR-00113,2023-05-10,10.0,Gaffer,Unknown,False,Tunde Adeyemi,day_rate_missing
1516,BK-01234,CR-00135,2023-05-10,8.0,Director of Photography,443000.0,False,Unknown,No issues
1517,BK-01234,CR-00096,2023-05-10,14.0,Production Assistant,37000.0,True,Ngozi Okafor,hours_above_12h_cap
1518,BK-01234,CR-00006,2023-05-10,10.0,Grip,99000.0,False,Ngozi Okafor,No issues
1519,BK-01235,CR-00135,2023-05-10,10.0,Director of Photography,664500.0,False,Ngozi Okafor,No issues
1520,BK-01235,CR-00137,2023-05-10,9.0,Drone Operator,235000.0,False,Ops Manager,No issues
1521,BK-01235,CR-00011,2023-05-10,14.0,Production Assistant,12500.0,True,Ngozi Okafor,hours_above_12h_cap
1522,BK-01236,CR-00090,2023-05-10,9.0,Production Assistant,27000.0,False,Tunde Adeyemi,No issues
1523,BK-01236,CR-00090,2023-05-11,8.0,Production Assistant,27000.0,False,Tunde Adeyemi,No issues
1524,BK-01236,CR-00015,2023-05-10,14.0,Colorist,272000.0,True,Ngozi Okafor,hours_above_12h_cap
1525,BK-01236,CR-00015,2023-05-11,14.0,Colorist,272000.0,True,Unknown,hours_above_12h_cap
1526,BK-01236,CR-00066,2023-05-10,9.0,Camera Operator,231000.0,False,Tunde Adeyemi,No issues
1527,BK-01236,CR-00066,2023-05-11,12.0,Camera Operator,154000.0,False,Tunde Adeyemi,No issues
1528,BK-01236,CR-00075,2023-05-10,12.0,Grip,40500.0,False,Ops Manager,No issues
1529,BK-01236,CR-00075,2023-05-11,8.0,Grip,81000.0,False,Unknown,No issues
1530,BK-01236,CR-00116,2023-05-10,9.0,Director of Photography,130000.0,False,Ngozi Okafor,No issues
1531,BK-01236,CR-00116,2023-05-11,12.0,Director of Photography,130000.0,False,Tunde Adeyemi,No issues
1532,BK-01237,CR-00080,2023-05-11,10.0,Grip,81000.0,False,Ngozi Okafor,No issues
1533,BK-01237,CR-00120,2023-05-11,10.0,Gaffer,210000.0,False,Ops Manager,No issues
1534,BK-01238,CR-00084,2023-05-13,8.0,Editor,165000.0,False,Tunde Adeyemi,No issues
1535,BK-01238,CR-00084,2023-05-14,12.0,Editor,165000.0,False,Tunde Adeyemi,No issues
1536,BK-01238,CR-00044,2023-05-13,10.0,Camera Operator,114000.0,False,Tunde Adeyemi,No issues
1537,BK-01238,CR-00044,2023-05-14,12.0,Camera Operator,114000.0,False,Ngozi Okafor,No issues
1538,BK-01238,CR-00123,2023-05-13,9.0,Sound Recordist,181500.0,False,Ngozi Okafor,No issues
1539,BK-01238,CR-00123,2023-05-14,8.0,Sound Recordist,121000.0,False,Ngozi Okafor,No issues
1540,BK-01238,CR-00051,2023-05-13,Unknown,Colorist,169000.0,False,Tunde Adeyemi,hours_missing
1541,BK-01238,CR-00051,2023-05-14,8.0,Colorist,84500.0,False,Ngozi Okafor,No issues
1542,BK-01239,CR-00104,2023-05-13,8.0,Art Director,117000.0,False,Ngozi Okafor,No issues
1543,BK-01239,CR-00104,2023-05-14,10.0,Art Director,117000.0,False,Tunde Adeyemi,No issues
1544,BK-01239,CR-00104,2023-05-15,10.0,Art Director,175500.0,False,Unknown,No issues
1545,BK-01239,CR-00095,2023-05-13,8.0,Colorist,421500.0,False,Ngozi Okafor,No issues
1546,BK-01239,CR-00095,2023-05-14,9.0,Colorist,421500.0,False,Tunde Adeyemi,No issues
1547,BK-01239,CR-00095,2023-05-15,10.0,Colorist,281000.0,False,Ngozi Okafor,No issues
1548,BK-01239,CR-00060,2023-05-13,10.0,Colorist,231000.0,False,Ngozi Okafor,No issues
1549,BK-01239,CR-00060,2023-05-14,9.0,Colorist,77000.0,False,Ngozi Okafor,No issues
1550,BK-01239,CR-00060,2023-05-15,12.0,Colorist,231000.0,False,Ngozi Okafor,No issues
1551,BK-01239,CR-00002,2023-05-13,10.0,Grip,76000.0,False,Tunde Adeyemi,No issues
1552,BK-01239,CR-00002,2023-05-14,9.0,Grip,38000.0,False,Unknown,No issues
1553,BK-01239,CR-00002,2023-05-15,8.0,Grip,38000.0,False,Tunde Adeyemi,No issues
1554,BK-01240,CR-00070,2023-05-13,12.0,Camera Operator,160000.0,False,Ngozi Okafor,No issues
1555,BK-01240,CR-00070,2023-05-14,8.0,Camera Operator,80000.0,False,Ngozi Okafor,No issues
1556,BK-01240,CR-00073,2023-05-13,9.0,Drone Operator,276000.0,False,Ngozi Okafor,No issues
1557,BK-01240,CR-00073,2023-05-14,14.0,Drone Operator,184000.0,True,Unknown,hours_above_12h_cap
1558,BK-01240,CR-00045,2023-05-13,10.0,Gaffer,52000.0,False,Unknown,No issues
1559,BK-01240,CR-00045,2023-05-14,12.0,Gaffer,156000.0,False,Ngozi Okafor,No issues
1560,BK-01240,CR-00035,2023-05-13,8.0,Art Director,115000.0,False,Ngozi Okafor,No issues
1561,BK-01240,CR-00035,2023-05-14,10.0,Art Director,57500.0,False,Tunde Adeyemi,No issues
1562,BK-01241,CR-00135,2023-05-14,9.0,Director of Photography,443000.0,False,Ngozi Okafor,No issues
1563,BK-01241,CR-00087,2023-05-14,14.0,Director of Photography,364500.0,True,Unknown,hours_above_12h_cap
1565,BK-01241,CR-00078,2023-05-14,9.0,Sound Recordist,63500.0,False,Unknown,No issues
1566,BK-01241,CR-00097,2023-05-14,9.0,Editor,54000.0,False,Ngozi Okafor,No issues
1567,BK-01242,CR-00118,2023-05-15,10.0,Drone Operator,Unknown,False,Tunde Adeyemi,day_rate_missing
1568,BK-01242,CR-00118,2023-05-16,Unknown,Drone Operator,146000.0,False,Ngozi Okafor,"hours_missing,role_filled_from_crew_roster"
1569,BK-01242,CR-00025,2023-05-15,9.0,Grip,61000.0,False,Ops Manager,No issues
1570,BK-01242,CR-00025,2023-05-16,8.0,Grip,61000.0,False,Unknown,No issues
1571,BK-01242,CR-00097,2023-05-15,9.0,Editor,108000.0,False,Ngozi Okafor,No issues
1572,BK-01242,CR-00097,2023-05-16,6.0,Editor,108000.0,False,Ngozi Okafor,No issues
1573,BK-01242,CR-00095,2023-05-15,12.0,Colorist,281000.0,False,Tunde Adeyemi,No issues
1574,BK-01242,CR-00095,2023-05-16,8.0,Colorist,281000.0,False,Ops Manager,No issues
1575,BK-01243,CR-00115,2023-05-16,9.0,Editor,176000.0,False,Ngozi Okafor,No issues
1576,BK-01243,CR-00032,2023-05-16,Unknown,Production Assistant,48000.0,True,Ngozi Okafor,hours_worked_26h_impossible_blanked
1577,BK-01243,CR-00061,2023-05-16,12.0,Director of Photography,205000.0,False,Tunde Adeyemi,No issues
1578,BK-01243,CR-00124,2023-05-16,10.0,Production Assistant,24500.0,False,Tunde Adeyemi,role_filled_from_crew_roster
1579,BK-01243,CR-00091,2023-05-16,Unknown,Drone Operator,357000.0,False,Ngozi Okafor,hours_missing
1580,BK-01243,CR-00025,2023-05-16,Unknown,Grip,91500.0,False,Ngozi Okafor,hours_missing
1581,BK-01243,CR-00022,2023-05-16,8.0,Sound Recordist,41000.0,False,Tunde Adeyemi,No issues
1582,BK-01243,CR-00085,2023-05-16,Unknown,Gaffer,205500.0,False,Ngozi Okafor,"hours_missing,role_filled_from_crew_roster"
1583,BK-01244,CR-00047,2023-05-16,8.0,Art Director,172500.0,False,Ngozi Okafor,No issues
1584,BK-01244,CR-00002,2023-05-16,10.0,Grip,76000.0,False,Unknown,No issues
1585,BK-01244,CR-00033,2023-05-16,12.0,Art Director,135000.0,False,Tunde Adeyemi,No issues
1586,BK-01244,CR-00102,2023-05-16,6.0,Editor,210000.0,False,Ngozi Okafor,No issues
1587,BK-01244,CR-00117,2023-05-16,8.0,Editor,132000.0,False,Ops Manager,No issues
1588,BK-01245,CR-00125,2023-05-17,9.0,Art Director,205000.0,False,Ngozi Okafor,No issues
1589,BK-01245,CR-00105,2023-05-17,8.0,Gaffer,72000.0,False,Unknown,No issues
1590,BK-01245,CR-00028,2023-05-17,10.0,Colorist,430500.0,False,Ngozi Okafor,No issues
1592,BK-01246,CR-00052,2023-05-18,9.0,Sound Recordist,115000.0,False,Ngozi Okafor,No issues
1593,BK-01246,CR-00052,2023-05-19,10.0,Sound Recordist,115000.0,False,Ops Manager,No issues
1594,BK-01246,CR-00008,2023-05-18,9.0,Art Director,189000.0,False,Tunde Adeyemi,No issues
1595,BK-01246,CR-00008,2023-05-19,6.0,Art Director,63000.0,False,Ops Manager,No issues
1596,BK-01246,CR-00032,2023-05-18,9.0,Production Assistant,32000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
1597,BK-01246,CR-00032,2023-05-19,8.0,Production Assistant,32000.0,False,Ngozi Okafor,No issues
1598,BK-01247,CR-00025,2023-05-18,8.0,Grip,91500.0,False,Ngozi Okafor,No issues
1599,BK-01247,CR-00019,2023-05-18,Unknown,Camera Operator,175000.0,False,Unknown,hours_missing
1600,BK-01247,CR-00138,2023-05-18,9.0,Gaffer,142000.0,False,Tunde Adeyemi,No issues
1601,BK-01247,CR-00044,2023-05-18,8.0,Camera Operator,57000.0,False,Ops Manager,role_filled_from_crew_roster
1602,BK-01247,CR-00106,2023-05-18,8.0,Editor,144000.0,False,Unknown,No issues
1603,BK-01247,CR-00010,2023-05-18,10.0,Gaffer,107000.0,False,Tunde Adeyemi,No issues
1604,BK-01247,CR-00070,2023-05-18,12.0,Camera Operator,240000.0,False,Unknown,No issues
1605,BK-01247,CR-00114,2023-05-18,10.0,Colorist,195000.0,False,Unknown,No issues
1606,BK-01247,CR-00116,2023-05-18,9.0,Director of Photography,260000.0,False,Ngozi Okafor,No issues
1607,BK-01247,CR-00034,2023-05-18,12.0,Production Assistant,37000.0,False,Ngozi Okafor,No issues
1608,BK-01247,CR-00011,2023-05-18,8.0,Production Assistant,25000.0,False,Ngozi Okafor,No issues
1609,BK-01247,CR-00017,2023-05-18,9.0,Editor,178000.0,False,Tunde Adeyemi,No issues
1610,BK-01248,CR-00082,2023-05-18,Unknown,Grip,49000.0,True,Unknown,hours_worked_26h_impossible_blanked
1611,BK-01248,CR-00032,2023-05-18,Unknown,Production Assistant,32000.0,False,Tunde Adeyemi,hours_missing
1612,BK-01249,CR-00092,2023-05-18,14.0,Drone Operator,141000.0,True,Ngozi Okafor,hours_above_12h_cap
1613,BK-01249,CR-00083,2023-05-18,12.0,Gaffer,120000.0,False,Unknown,No issues
1614,BK-01249,CR-00139,2023-05-18,8.0,Director of Photography,243000.0,False,Unknown,No issues
1615,BK-01249,CR-00007,2023-05-18,9.0,Colorist,135500.0,False,Ngozi Okafor,No issues
1616,BK-01249,CR-00016,2023-05-18,8.0,Drone Operator,94000.0,False,Ops Manager,No issues
1617,BK-01249,CR-00100,2023-05-18,9.0,Camera Operator,124000.0,False,Tunde Adeyemi,No issues
1618,BK-01250,CR-00094,2023-05-19,9.0,Editor,174000.0,False,Unknown,No issues
1619,BK-01250,CR-00050,2023-05-19,8.0,Director of Photography,261000.0,False,Tunde Adeyemi,No issues
1620,BK-01250,CR-00107,2023-05-19,12.0,Editor,186000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
1621,BK-01250,CR-00109,2023-05-19,10.0,Sound Recordist,128000.0,False,Ngozi Okafor,No issues
1622,BK-01251,CR-00100,2023-05-19,Unknown,Camera Operator,Unknown,True,Tunde Adeyemi,"hours_missing,day_rate_missing"
1623,BK-01251,CR-00047,2023-05-19,9.0,Art Director,115000.0,False,Unknown,No issues
1624,BK-01251,CR-00127,2023-05-19,10.0,Sound Recordist,143000.0,False,Ops Manager,No issues
1625,BK-01251,CR-00022,2023-05-19,8.0,Sound Recordist,82000.0,False,Ngozi Okafor,No issues
1626,BK-01252,CR-00004,2023-05-20,10.0,Art Director,158000.0,False,Tunde Adeyemi,No issues
1627,BK-01252,CR-00002,2023-05-20,8.0,Grip,114000.0,False,Tunde Adeyemi,No issues
1628,BK-01252,CR-00025,2023-05-20,10.0,Grip,91500.0,False,Ngozi Okafor,No issues
1629,BK-01253,CR-00117,2023-05-20,14.0,Editor,132000.0,True,Unknown,hours_above_12h_cap
1630,BK-01253,CR-00077,2023-05-20,8.0,Art Director,98000.0,False,Ngozi Okafor,No issues
1631,BK-01253,CR-00066,2023-05-20,10.0,Camera Operator,154000.0,False,Tunde Adeyemi,No issues
1632,BK-01253,CR-00055,2023-05-20,8.0,Grip,64000.0,False,Ops Manager,No issues
1633,BK-01253,CR-00133,2023-05-20,12.0,Director of Photography,532500.0,False,Ops Manager,No issues
1634,BK-01253,CR-00123,2023-05-20,6.0,Sound Recordist,121000.0,False,Ngozi Okafor,No issues
1635,BK-01253,CR-00056,2023-05-20,10.0,Colorist,77500.0,False,Ngozi Okafor,No issues
1636,BK-01253,CR-00057,2023-05-20,12.0,Colorist,267000.0,False,Ngozi Okafor,role_filled_from_crew_roster
1637,BK-01254,CR-00059,2023-05-20,9.0,Sound Recordist,Unknown,False,Tunde Adeyemi,day_rate_missing
1638,BK-01254,CR-00030,2023-05-20,8.0,Director of Photography,447000.0,False,Unknown,No issues
1639,BK-01254,CR-00029,2023-05-20,14.0,Director of Photography,269000.0,True,Tunde Adeyemi,"hours_above_12h_cap,role_filled_from_crew_roster"
1640,BK-01254,CR-00136,2023-05-20,10.0,Camera Operator,229500.0,False,Ops Manager,No issues
1641,BK-01255,CR-00045,2023-05-20,8.0,Gaffer,52000.0,False,Tunde Adeyemi,No issues
1642,BK-01255,CR-00045,2023-05-21,8.0,Gaffer,156000.0,False,Tunde Adeyemi,No issues
1643,BK-01255,CR-00035,2023-05-20,6.0,Art Director,Unknown,False,Tunde Adeyemi,day_rate_missing
1644,BK-01255,CR-00035,2023-05-21,14.0,Art Director,115000.0,True,Ngozi Okafor,hours_above_12h_cap
1645,BK-01255,CR-00008,2023-05-20,12.0,Art Director,63000.0,False,Unknown,No issues
1646,BK-01255,CR-00008,2023-05-21,8.0,Art Director,189000.0,False,Ngozi Okafor,No issues
1647,BK-01257,CR-00040,2023-05-21,8.0,Gaffer,153000.0,False,Tunde Adeyemi,No issues
1648,BK-01257,CR-00094,2023-05-21,14.0,Editor,174000.0,True,Unknown,hours_above_12h_cap
1649,BK-01257,CR-00099,2023-05-21,14.0,Grip,48000.0,True,Tunde Adeyemi,hours_above_12h_cap
1650,BK-01257,CR-00106,2023-05-21,12.0,Editor,144000.0,False,Ngozi Okafor,No issues
1651,BK-01257,CR-00114,2023-05-21,9.0,Colorist,97500.0,False,Ngozi Okafor,No issues
1652,BK-01257,CR-00028,2023-05-21,10.0,Colorist,287000.0,False,Tunde Adeyemi,No issues
1653,BK-01258,CR-00079,2023-05-21,9.0,Sound Recordist,148000.0,False,Ngozi Okafor,No issues
1654,BK-01258,CR-00079,2023-05-22,8.0,Sound Recordist,148000.0,False,Ngozi Okafor,No issues
1655,BK-01258,CR-00024,2023-05-21,9.0,Editor,185000.0,False,Tunde Adeyemi,No issues
1656,BK-01258,CR-00024,2023-05-22,9.0,Editor,185000.0,False,Ngozi Okafor,No issues
1658,BK-01258,CR-00095,2023-05-22,9.0,Colorist,140500.0,False,Tunde Adeyemi,No issues
1659,BK-01259,CR-00010,2023-05-21,10.0,Gaffer,53500.0,False,Ops Manager,role_filled_from_crew_roster
1660,BK-01259,CR-00109,2023-05-21,10.0,Sound Recordist,Unknown,False,Unknown,day_rate_missing
1661,BK-01259,CR-00074,2023-05-21,8.0,Camera Operator,Unknown,False,Tunde Adeyemi,day_rate_missing
1662,BK-01259,CR-00095,2023-05-21,6.0,Colorist,140500.0,False,Ngozi Okafor,No issues
1663,BK-01259,CR-00084,2023-05-21,14.0,Editor,82500.0,True,Tunde Adeyemi,hours_above_12h_cap
1664,BK-01260,CR-00111,2023-05-23,12.0,Art Director,Unknown,False,Tunde Adeyemi,day_rate_missing
1665,BK-01260,CR-00114,2023-05-23,Unknown,Colorist,195000.0,False,Tunde Adeyemi,hours_missing
1666,BK-01260,CR-00068,2023-05-23,8.0,Drone Operator,210000.0,False,Ngozi Okafor,No issues
1667,BK-01260,CR-00023,2023-05-23,10.0,Camera Operator,79000.0,False,Tunde Adeyemi,No issues
1668,BK-01260,CR-00016,2023-05-23,12.0,Drone Operator,Unknown,False,Tunde Adeyemi,day_rate_missing
1669,BK-01260,CR-00106,2023-05-23,Unknown,Editor,144000.0,False,Ops Manager,hours_missing
1670,BK-01260,CR-00086,2023-05-23,12.0,Director of Photography,298500.0,False,Ngozi Okafor,No issues
1671,BK-01260,CR-00104,2023-05-23,8.0,Art Director,117000.0,False,Tunde Adeyemi,No issues
1672,BK-01261,CR-00028,2023-05-23,12.0,Colorist,287000.0,False,Tunde Adeyemi,No issues
1673,BK-01261,CR-00071,2023-05-23,10.0,Director of Photography,Unknown,False,Ops Manager,day_rate_missing
1674,BK-01261,CR-00101,2023-05-23,14.0,Drone Operator,94000.0,True,Ops Manager,"hours_above_12h_cap,role_filled_from_crew_roster"
1675,BK-01262,CR-00062,2023-05-23,9.0,Grip,88500.0,False,Tunde Adeyemi,No issues
1676,BK-01262,CR-00023,2023-05-23,9.0,Camera Operator,158000.0,False,Tunde Adeyemi,role_filled_from_crew_roster
1677,BK-01262,CR-00048,2023-05-23,9.0,Camera Operator,Unknown,False,Unknown,day_rate_missing
1678,BK-01262,CR-00049,2023-05-23,10.0,Production Assistant,27000.0,False,Ops Manager,No issues
1679,BK-01263,CR-00107,2023-05-24,9.0,Editor,124000.0,False,Tunde Adeyemi,No issues
1680,BK-01263,CR-00102,2023-05-24,8.0,Editor,105000.0,False,Ngozi Okafor,No issues
1681,BK-01263,CR-00050,2023-05-24,9.0,Director of Photography,261000.0,False,Unknown,No issues
1682,BK-01263,CR-00130,2023-05-24,Unknown,Grip,47000.0,False,Tunde Adeyemi,hours_missing
1683,BK-01263,CR-00059,2023-05-24,10.0,Sound Recordist,201000.0,False,Tunde Adeyemi,No issues
1684,BK-01264,CR-00117,2023-05-24,14.0,Editor,66000.0,True,Tunde Adeyemi,"hours_above_12h_cap,role_filled_from_crew_roster"
1685,BK-01264,CR-00038,2023-05-24,8.0,Art Director,137000.0,False,Ops Manager,role_filled_from_crew_roster
1686,BK-01264,CR-00103,2023-05-24,6.0,Sound Recordist,125000.0,False,Unknown,No issues
1687,BK-01265,CR-00088,2023-05-24,8.0,Director of Photography,368000.0,False,Ops Manager,No issues
1688,BK-01265,CR-00026,2023-05-24,14.0,Gaffer,142000.0,True,Unknown,hours_above_12h_cap
1689,BK-01265,CR-00003,2023-05-24,10.0,Grip,Unknown,False,Ngozi Okafor,day_rate_missing
1690,BK-01265,CR-00078,2023-05-24,10.0,Sound Recordist,127000.0,False,Tunde Adeyemi,No issues
1691,BK-01265,CR-00101,2023-05-24,10.0,Drone Operator,Unknown,False,Tunde Adeyemi,day_rate_missing
1692,BK-01266,CR-00070,2023-05-25,12.0,Camera Operator,160000.0,False,Tunde Adeyemi,No issues
1693,BK-01266,CR-00070,2023-05-26,12.0,Camera Operator,160000.0,False,Tunde Adeyemi,No issues
1694,BK-01266,CR-00070,2023-05-27,6.0,Camera Operator,160000.0,False,Unknown,No issues
1695,BK-01266,CR-00070,2023-05-28,10.0,Camera Operator,240000.0,False,Ngozi Okafor,No issues
1696,BK-01266,CR-00070,2023-05-29,12.0,Camera Operator,240000.0,False,Ngozi Okafor,No issues
1697,BK-01266,CR-00097,2023-05-25,8.0,Editor,108000.0,False,Ops Manager,No issues
1698,BK-01266,CR-00097,2023-05-26,12.0,Editor,108000.0,False,Ngozi Okafor,No issues
1699,BK-01266,CR-00097,2023-05-27,8.0,Editor,108000.0,False,Ops Manager,No issues
